"","SigID","log","rFq_morph","Community","GoalID","Mau_duration","MorphID","rFq_action","Gesture_actionID","Pau_duration"
"128","ID_12",1.13815346328864,0.0432203389830508,"Waibira","Goal_13",0.866,"Morph_5",0.0194915254237288,"G_action_25",3.121
"129","ID_12",-0.229413164327805,0.000847457627118644,"Waibira","Goal_10",0.795,"Morph_42",0.0110169491525424,"G_action_20",0.795
"130","ID_12",0.714908672341458,0.085593220338983,"Waibira","Goal_6",1.613,"Morph_6",0.101694915254237,"G_action_4",2.044
"131","ID_12",0.848011891120861,0.0338983050847458,"Waibira","Goal_1",2.335,"Morph_24",0.141525423728814,"G_action_2",2.335
"132","ID_12",0.834212620838548,0.0406779661016949,"Waibira","Goal_1",1.627,"Morph_2",0.213559322033898,"G_action_1",2.303
"133","ID_12",0.414755155015257,0.0322033898305085,"Waibira","Goal_12",1.334,"Morph_3",0.141525423728814,"G_action_2",1.514
"134","ID_12",0.392042087776024,0.088135593220339,"Waibira","Goal_1",1.48,"Morph_1",0.213559322033898,"G_action_1",1.48
"135","ID_12",1.35299607571838,0.0372881355932203,"Waibira","Goal_1",0.994,"Morph_23",0.141525423728814,"G_action_2",3.869
"136","ID_12",0.442760892851861,0.088135593220339,"Waibira","Goal_1",1.056,"Morph_1",0.213559322033898,"G_action_1",1.557
"137","ID_12",0.191446464570955,0.00593220338983051,"Waibira","Goal_12",1.211,"Morph_20",0.141525423728814,"G_action_2",1.211
"138","ID_12",0.618423634364009,0.0406779661016949,"Waibira","Goal_1",1.367,"Morph_2",0.213559322033898,"G_action_1",1.856
"139","ID_12",1.14231014393383,0.088135593220339,"Waibira","Goal_1",2.02,"Morph_1",0.213559322033898,"G_action_1",3.134
"140","ID_12",0.0769610411361284,0.0449152542372881,"Waibira","Goal_1",1.08,"Morph_21",0.213559322033898,"G_action_1",1.08
"141","ID_12",1.37977314412963,0.088135593220339,"Waibira","Goal_1",1.249,"Morph_1",0.213559322033898,"G_action_1",3.974
