,ClipName,Record.,Signaller,Recipient,SequenceID,SequenceSize,Gesture,P,Duration,Category,logduration
294,25.222,1292,Kwezi,Bahati,236,3,Object shake,0.473214286,3,Manual,1.098612289
295,25.222,1290,Kwezi,Bahati,236,3,Stomp object/ground,0.042857143,0.28,Manual,-1.272965676
296,27.67,1506,Zalu,Unknown,237,1,Leaf clipping,0.0625,4.52,Manual,1.508511994
297,28.103,1601,Zig,Dingisha,239,1,Leaf clipping,0.0625,7.28,Manual,1.985130862
298,30.201,1795,Pascal,Bahati,240,1,Stomping object/ground,0.005357143,4,Manual,1.386294361
299,30.201,1796,Pascal,Bahati,241,1,Stomping object/ground,0.005357143,1,Manual,0
300,30.209,1798,Nick,Anna,243,3,Object shake,0.473214286,2.12,Manual,0.751416089
301,30.209,1799,Nick,Anna,243,3,Object shake,0.473214286,5.68,Manual,1.736951233
302,30.209,1800,Nick,Anna,243,3,Object shake,0.473214286,4.4,Manual,1.481604541
303,36.222,2169,Kato,Bahati,245,1,Hit object/ground,0.082142857,1.1,Manual,0.09531018
304,36.222,2170,Kato,Bahati,246,1,Hit object/ground,0.082142857,2,Manual,0.693147181
305,36.222,2171,Kato,Bahati,247,2,Leaf clipping,0.0625,4.96,Manual,1.601405741
306,36.222,2172,Kato,Bahati,247,2,Object shake,0.473214286,1.96,Manual,0.672944473
307,36.222,2173,Kato,Bahati,248,1,Object shake,0.473214286,2.52,Manual,0.924258902
308,36.222,N1,Kato,Bahati,249,3,Hit object/ground,0.082142857,0.4,Manual,-0.916290732
309,36.222,2174,Kato,Bahati,249,3,Leaf clipping,0.0625,2.04,Manual,0.712949808
310,36.222,2175,Kato,Bahati,249,3,Object shake,0.473214286,2.08,Manual,0.732367894
311,37.11,2187,Nick,Bahati,251,2,Leaf clipping,0.0625,7.32,Manual,1.990610328
312,37.11,2188,Nick,Bahati,251,2,Object shake,0.473214286,0.76,Manual,-0.274436846
313,37.11,2189,Nick,Bahati,252,1,Object shake,0.473214286,0.56,Manual,-0.579818495
314,37.21,2197,Nick,Bahati,254,1,Leaf clipping,0.0625,8.56,Manual,2.14710019
315,42.135,2348,Hawa,Nora,255,1,Leaf clipping,0.0625,3.48,Manual,1.247032294
316,42.105-1,2343,Zalu,Nora,257,1,Leaf clipping,0.0625,10.52,Manual,2.353278207
317,42.105-1,N2,Zalu,Nora,258,1,Leaf clipping,0.0625,3.24,Manual,1.17557333
318,45.101,2538,Hawa,Nora,261,2,Object shake,0.473214286,4.2,Manual,1.435084525
319,45.101,2539,Hawa,Nora,261,2,Object shake,0.473214286,1.24,Manual,0.21511138
320,45.157,2559,Hawa,Juliet,263,1,Object move,0.082142857,0.96,Manual,-0.040821995
321,52.311,2807,Kato,Juliet,269,5,Leaf clipping,0.0625,5.16,Manual,1.640936579
322,52.311,2808,Kato,Juliet,269,5,Leaf clipping,0.0625,4.48,Manual,1.499623046
323,52.311,2809,Kato,Juliet,269,5,Leaf clipping,0.0625,8.8,Manual,2.174751721
324,52.311,2810,Kato,Juliet,269,5,Leaf clipping,0.0625,3.48,Manual,1.247032294
325,52.311,2811,Kato,Juliet,269,5,Leaf clipping,0.0625,6.76,Manual,1.91102289
326,52.311,2812,Kato,Juliet,270,1,Object shake,0.473214286,1.76,Manual,0.565313809
327,52.311,2813,Kato,Juliet,271,1,Leaf clipping,0.0625,2,Manual,0.693147181
328,52.311,2814,Kato,Juliet,272,1,Object shake,0.473214286,0.72,Manual,-0.328504067
329,52.311,2815,Kato,Juliet,273,1,Leaf clipping,0.0625,1.56,Manual,0.444685821
330,53.143,2869,Pascal,Nora,276,1,Object move,0.082142857,0.52,Manual,-0.653926467
331,53.143,2870,Pascal,Nora,277,1,Object move,0.082142857,1.92,Manual,0.652325186
332,65.151,3507,Kato,Harriet,289,1,Object shake,0.473214286,1.28,Manual,0.246860078
333,65.151,3508,Kato,Harriet,290,1,Object shake,0.473214286,0.64,Manual,-0.446287103
334,69.33,3653,Zefa,Rachel,295,2,Object shake,0.473214286,0.32,Manual,-1.139434283
335,69.33,3652,Zefa,Rachel,295,2,Stomp object/ground,0.042857143,0.6,Manual,-0.510825624
336,69.104,3663,Kwezi,Rachel,297,2,Leaf clipping,0.0625,5.04,Manual,1.617406082
337,69.104,3664,Kwezi,Rachel,297,2,Object shake,0.473214286,0.68,Manual,-0.385662481
338,69.104,3665,Kwezi,Rachel,298,1,Object shake,0.473214286,2.36,Manual,0.858661619
339,69.104,3666,Kwezi,Rachel,299,1,Leaf clipping,0.0625,9.6,Manual,2.261763098
340,M14.52,4359,Zalu,Nora,303,1,Leaf clipping,0.0625,13.24,Manual,2.583242551
341,M6.24,4267,Nick,Nambi,309,1,Object shake,0.473214286,1.16,Manual,0.148420005
342,M6.24,4268,Nick,Nambi,310,1,Object shake,0.473214286,4.88,Manual,1.58514522
343,M6.24,4269,Nick,Nambi,311,2,Object move,0.082142857,1.08,Manual,0.076961041
344,M6.24,4269,Nick,Nambi,311,2,Object move,0.082142857,0.56,Manual,-0.579818495
345,M6.31,4271,Nick,Nambi,312,1,Object move,0.082142857,1.64,Manual,0.494696242
346,M6.31,4272,Nick,Nambi,313,1,Object shake,0.473214286,1.52,Manual,0.418710335
347,M6.35,4273,Nick,Nambi,314,1,Object shake,0.473214286,4.32,Manual,1.463255402
348,M6.35,4274,Nick,Nambi,315,1,Object shake,0.473214286,1.56,Manual,0.444685821
349,Budongo 2011-02-07 Clip 45 13;53;10,400,Nick,Zimba,321,1,Object shake,0.473214286,0.68,Manual,-0.385662481
350,Budongo 2011-02-15 Clip 46 13;40;12,520,Hawa,Nambi,324,1,Object shake,0.473214286,2.32,Manual,0.841567186
351,Budongo 2011-02-24 Clip 1 12;46;20,440,Musa,Beatrice,325,1,Object shake,0.473214286,2.28,Manual,0.824175443
352,Budongo 2011-02-24 Clip 1 12;46;20,442,Musa,Beatrice,326,2,Hit object/ground,0.082142857,0.36,Manual,-1.021651248
353,Budongo 2011-02-24 Clip 1 12;46;20,441,Musa,Beatrice,326,2,Object move,0.082142857,3.68,Manual,1.302912752
354,Budongo 2011-02-24 Clip 1 12;46;20,443,Musa,Beatrice,327,2,Object move,0.082142857,1.16,Manual,0.148420005
355,Budongo 2011-02-24 Clip 1 12;46;20,444,Musa,Beatrice,327,2,Object move,0.082142857,4.8,Manual,1.568615918
356,Budongo 2011-08-26 Clip 2 11;33;05,805,Fred,Kana,329,1,Object shake,0.473214286,2.12,Manual,0.751416089
357,Budongo 2011-08-31 Clip 19 11;59;59,835,Zalu,Kumi,330,1,Reach: palm,0.005357143,1.48,Manual,0.392042088
358,Budongo 2012-06-21 Clip 2-1 08;25;56,864,Fred,Kutu,332,2,Present: genitals forwards,0.046428571,0.88,Body,-0.127833372
359,Budongo 2012-06-21 Clip 2-1 08;25;56,865,Fred,Kutu,332,2,Rocking: sitting,0.025,3.68,Body,1.302912752
360,Budongo 2012-06-26 Clip 11-1 13;41;38,1002,Nick,Kutu,334,5,Drum,0.003571429,0.32,Manual,-1.139434283
361,Budongo 2012-06-26 Clip 11-1 13;41;38,1003,Nick,Kutu,334,5,Drum,0.003571429,0.08,Manual,-2.525728644
362,Budongo 2012-06-26 Clip 11-1 13;41;38,1000,Nick,Kutu,334,5,Object move,0.082142857,2.76,Manual,1.01523068
363,Budongo 2012-06-26 Clip 11-1 13;41;38,1001,Nick,Kutu,334,5,Object move,0.082142857,2,Manual,0.693147181
364,Budongo 2012-06-26 Clip 11-1 13;41;38,1004,Nick,Kutu,334,5,Object shake,0.473214286,3.36,Manual,1.211940974
365,Budongo 2012-06-27 Clip 11 10;41;10,1021,Nick,Kutu,335,1,Object shake,0.473214286,1.44,Manual,0.364643114
366,Budongo 2012-06-27 Clip 15 11;36;49,1031,Nick,Kutu,336,1,Object shake,0.473214286,5,Manual,1.609437912
367,Budongo 2012-06-27 Clip 15 11;36;49,1032,Nick,Kutu,337,1,Object shake,0.473214286,4.12,Manual,1.415853163
368,Budongo 2012-06-27 Clip 15 11;36;49,1033,Nick,Kutu,338,2,Object shake,0.473214286,6.88,Manual,1.928618652
369,Budongo 2012-06-27 Clip 15 11;36;49,1034,Nick,Kutu,338,2,Object shake,0.473214286,3.84,Manual,1.345472367
370,Budongo 2012-06-27 Clip 15 11;36;49,1035,Nick,Kutu,339,1,Object shake,0.473214286,5.08,Manual,1.625311262
371,Budongo 2012-06-27 Clip 15 11;36;49,1036,Nick,Kutu,340,2,Object shake,0.473214286,10.44,Manual,2.345644582
372,Budongo 2012-06-27 Clip 15 11;36;49,1037,Nick,Kutu,340,2,Object shake,0.473214286,6.96,Manual,1.940179474
373,Budongo 2012-06-27 Clip 16 11;39;02,1039,Nick,Kutu,341,2,Hit object/ground,0.082142857,0.44,Manual,-0.820980552
374,Budongo 2012-06-27 Clip 16 11;39;02,1038,Nick,Kutu,341,2,Object shake,0.473214286,6.16,Manual,1.818076778
375,Budongo 2012-07-09 Clip 2 08;35;13,1120,Kwezi,Katia,343,1,Rocking: sitting,0.025,1.04,Body,0.039220713
376,Budongo 2012-07-09 Clip 22 10;59;49,1135,Musa,Katia,345,1,Object move,0.082142857,0.44,Manual,-0.820980552
377,Budongo 2012-07-09 Clip 22 10;59;49,1137,Musa,Katia,346,2,Hit object/ground,0.082142857,0.04,Manual,-3.218875825
378,Budongo 2012-07-09 Clip 22 10;59;49,1136,Musa,Katia,346,2,Hit object/ground,0.082142857,0.32,Manual,-1.139434283
379,Budongo 2012-07-09 Clip 22 10;59;49,1138,Musa,Katia,347,1,Object move,0.082142857,0.68,Manual,-0.385662481
380,Budongo 2012-07-09 Clip 22 10;59;49,1139,Musa,Katia,348,1,Hit object/ground,0.082142857,0.16,Manual,-1.832581464
381,Budongo 2012-07-09 Clip 22 10;59;49,1140,Musa,Katia,349,1,Object move,0.082142857,0.8,Manual,-0.223143551
382,Budongo 2012-07-09 Clip 22 10;59;49,1141,Musa,Katia,350,1,Hit object/ground,0.082142857,0.12,Manual,-2.120263536
383,Budongo 2012-07-09 Clip 22 10;59;49,1142,Musa,Katia,351,1,Object move,0.082142857,1,Manual,0
384,Budongo 2012-07-09 Clip 22 10;59;49,1143,Musa,Katia,352,1,Hit object/ground,0.082142857,0.12,Manual,-2.120263536
385,Budongo 2012-07-09 Clip 22 10;59;49,1144,Musa,Katia,353,1,Object move,0.082142857,0.52,Manual,-0.653926467
386,Budongo 2012-07-09 Clip 22 10;59;49,1145,Musa,Katia,354,1,Object move,0.082142857,0.56,Manual,-0.579818495
387,Budongo 2012-07-09 Clip 23 11;02;32,1148,Musa,Katia,355,5,Hit object/ground,0.082142857,0.04,Manual,-3.218875825
388,Budongo 2012-07-09 Clip 23 11;02;32,1149,Musa,Katia,355,5,Hit object/ground,0.082142857,0.08,Manual,-2.525728644
389,Budongo 2012-07-09 Clip 23 11;02;32,1150,Musa,Katia,355,5,Hit object/ground,0.082142857,0.2,Manual,-1.609437912
390,Budongo 2012-07-09 Clip 23 11;02;32,1147,Musa,Katia,355,5,Object move,0.082142857,1.6,Manual,0.470003629
391,Budongo 2012-07-09 Clip 3 08;52;51,1122,Kwezi,Katia,357,2,Rocking: sitting,0.025,1.16,Body,0.148420005
392,Budongo 2012-07-09 Clip 3 08;52;51,1123,Kwezi,Katia,357,2,Thrust,0.005357143,4.68,Body,1.54329811
393,Budongo 2012-07-14 Clip 13 11;38;31,1169,Kwezi,Katia,359,3,Object shake,0.473214286,1.2,Manual,0.182321557
394,Budongo 2012-07-14 Clip 13 11;38;31,1168,Kwezi,Katia,359,3,Rocking: sitting,0.025,5.12,Body,1.633154439
395,Budongo 2012-07-14 Clip 13 11;38;31,1170,Kwezi,Katia,359,3,Thrust,0.005357143,1.4,Body,0.336472237
396,Budongo 2012-07-14 Clip 18 11;51;40,1172,Zalu,Katia,360,1,Present: genitals forwards,0.046428571,0.92,Body,-0.083381609
397,Budongo 2012-07-14 Clip 18 11;51;40,1173,Zalu,Katia,361,1,Thrust,0.005357143,0.6,Body,-0.510825624
398,Budongo 2012-07-21 Clip 1 07;45;43,1217,Nick,Kwera,362,2,Reach: palm,0.005357143,0.48,Manual,-0.733969175
399,Budongo 2012-07-21 Clip 1 07;45;43,1216,Nick,Kwera,362,2,Stomp object/ground,0.042857143,0.16,Manual,-1.832581464
400,Budongo 2012-07-21 Clip 1 07;45;43,1218,Nick,Kwera,363,1,Reach: palm,0.005357143,1.04,Manual,0.039220713
401,Budongo 2012-07-21 Clip 2 07;48;01,1219,Nick,Kwera,364,1,Rocking: sitting,0.025,1.56,Body,0.444685821
402,Budongo 2012-07-21 Clip 2 07;48;01,1221,Nick,Kwera,365,1,Reach: wrist,0.003571429,2.8,Manual,1.029619417
403,Budongo 2012-07-21 Clip 27 12;08;11,1282,Nick,Kwera,366,1,Object shake,0.473214286,1.32,Manual,0.277631737
404,Budongo 2012-07-21 Clip 27 12;08;11,1283,Nick,Kwera,367,1,Object shake,0.473214286,2.8,Manual,1.029619417
405,"BudongoBF 2012-07-09 11;26;54 SQ (KA) (KZ, KY, KX, ZG)",110,Squibs,Katia,369,2,Big Loud Scratch,0.023214286,5.2,Manual,1.648658626
406,"BudongoBF 2012-07-09 11;26;54 SQ (KA) (KZ, KY, KX, ZG)",110,Squibs,Katia,369,2,Object shake,0.473214286,1.64,Manual,0.494696242
407,"BudongoBF 2012-07-09 11;26;54 SQ (KA) (KZ, KY, KX, ZG)",110,Squibs,Katia,370,1,Present: genitals forwards,0.046428571,0.8,Body,-0.223143551
408,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,371,1,Object shake,0.473214286,2.92,Manual,1.071583616
409,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,372,1,Object shake,0.473214286,0.72,Manual,-0.328504067
410,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,373,1,Object shake,0.473214286,1.92,Manual,0.652325186
411,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,374,1,Object shake,0.473214286,0.88,Manual,-0.127833372
412,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,375,1,Object shake,0.473214286,1.28,Manual,0.246860078
413,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,376,1,Object shake,0.473214286,0.92,Manual,-0.083381609
414,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,377,1,Object shake,0.473214286,1.12,Manual,0.113328685
415,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,378,1,Object shake,0.473214286,1.32,Manual,0.277631737
416,BudongoBF 2012-10-17 Clip 38 15;13;37 KT KA,80,Kato,Katia,379,1,Object shake,0.473214286,1.2,Manual,0.182321557
417,BudongoBF 2012-11-25 Clip 38 11;32;19 KT KA,85,Kato,Katia,382,3,Big Loud Scratch,0.023214286,2.84,Manual,1.043804052
418,BudongoBF 2012-11-25 Clip 38 11;32;19 KT KA,85,Kato,Katia,382,3,Object shake,0.473214286,1.84,Manual,0.609765572
419,BudongoBF 2012-11-25 Clip 44 12;56;58 KT KA (SM FK SQ PS KN),86,Kato,Katia,384,1,Object shake,0.473214286,1.08,Manual,0.076961041
420,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,387,1,Leaf clipping,0.0625,6.04,Manual,1.798404012
421,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,388,1,Leaf clipping,0.0625,4,Manual,1.386294361
422,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,389,1,Object shake,0.473214286,0.68,Manual,-0.385662481
423,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,390,1,Object shake,0.473214286,0.64,Manual,-0.446287103
424,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,391,1,Object shake,0.473214286,0.76,Manual,-0.274436846
425,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,392,1,Object shake,0.473214286,0.88,Manual,-0.127833372
426,BudongoBF 2012-12-18 Clip 5 09;40;25 KT RH Consortship,61,Kato,Ruhara,393,1,Object shake,0.473214286,0.68,Manual,-0.385662481
427,BudongoBF 2012-12-18 Clip 6 09;45;21 KT RH Consortship,61,Kato,Ruhara,395,1,Leaf clipping,0.0625,3.2,Manual,1.16315081
428,BudongoBF 2012-12-18 Clip 7 09;46;05 KT RH consortship (FK) (PS barks),61,Kato,Ruhara,398,1,Leaf clipping,0.0625,2.84,Manual,1.043804052
429,BudongoBF 2012-12-18 Clip 7 09;46;05 KT RH consortship (FK) (PS barks),61,Kato,Ruhara,399,1,Hit object/ground,0.082142857,0.48,Manual,-0.733969175
430,BudongoBF 2012-12-18 Clip 7 09;46;05 KT RH consortship (FK) (PS barks),61,Kato,Ruhara,400,3,Big Loud Scratch,0.023214286,3.16,Manual,1.150572028
431,BudongoBF 2012-12-18 Clip 7 09;46;05 KT RH consortship (FK) (PS barks),61,Kato,Ruhara,400,3,Leaf clipping,0.0625,5.28,Manual,1.663926098
432,BudongoBF 2012-12-18 Clip 7 09;46;05 KT RH consortship (FK) (PS barks),61,Kato,Ruhara,400,3,Leaf clipping,0.0625,2.88,Manual,1.057790294
433,BudongoBF 2012-12-18 Clip 10 09;52;35 MS RH copulate KT RH Consortship ,62,Musa,Ruhara,402,2,Object shake,0.473214286,1.64,Manual,0.494696242
434,BudongoBF 2012-12-18 Clip 10 09;52;35 MS RH copulate KT RH Consortship ,62,Musa,Ruhara,402,2,Present: genitals forwards,0.046428571,0.52,Body,-0.653926467
435,BudongoBF 2013-01-10 Clip 63 15;20;59 KT KY KX,88,Kato,Kewaya,404,2,Object shake,0.473214286,2.08,Manual,0.732367894
436,BudongoBF 2013-01-10 Clip 63 15;20;59 KT KY KX,88,Kato,Kewaya,404,2,Stomp object/ground,0.042857143,0.48,Manual,-0.733969175
437,BudongoBF 2013-01-15 Clip 1 08;30;40 NK JN JM,1,Nick,Janie,405,1,Stomp object/ground,0.042857143,0.32,Manual,-1.139434283
438,BudongoBF 2013-01-15 Clip 1 08;30;40 NK JN JM,1,Nick,Janie,406,1,Stomp object/ground,0.042857143,0.2,Manual,-1.609437912
439,BudongoBF 2013-01-15 Clip 1 08;30;40 NK JN JM,1,Nick,Janie,407,2,Hit object/ground,0.082142857,0.76,Manual,-0.274436846
440,BudongoBF 2013-01-15 Clip 1 08;30;40 NK JN JM,1,Nick,Janie,407,2,Stomp object/ground,0.042857143,0.24,Manual,-1.427116356
441,BudongoBF 2013-01-15 Clip 4 08;35;24 KL SM,3,Simon,Kalema,408,1,Object shake,0.473214286,1.24,Manual,0.21511138
442,BudongoBF 2013-01-15 Clip 5 08;36;36 SM AN,4,Simon,Anna,409,1,Present: genitals forwards,0.046428571,1,Body,0
443,BudongoBF 2013-01-15 Clip 8 08;50;44 ZD AN,6,Zed,Anna,410,1,Big Loud Scratch,0.023214286,1.36,Manual,0.3074847
444,BudongoBF 2013-01-15 Clip 8 08;50;44 ZD AN,6,Zed,Anna,411,1,Present: genitals forwards,0.046428571,1.04,Body,0.039220713
445,BudongoBF 2013-01-15 Clip 14 09;08;53 KZ OK,10,Kwezi,Oakland,412,2,Object shake,0.473214286,1.12,Manual,0.113328685
446,BudongoBF 2013-01-15 Clip 14 09;08;53 KZ OK,10,Kwezi,Oakland,412,2,Present: genitals forwards,0.046428571,0.84,Body,-0.174353387
447,BudongoBF 2013-01-15 Clip 15 09;39;50 FK OK (RH NK),11,Frank,Oakland,413,1,Big Loud Scratch,0.023214286,1.16,Manual,0.148420005
448,BudongoBF 2013-01-15 Clip 15 09;39;50 FK OK (RH NK),11,Frank,Oakland,414,1,Object shake,0.473214286,0.8,Manual,-0.223143551
449,BudongoBF 2013-01-15 Clip 15 09;39;50 FK OK (RH NK),11,Frank,Oakland,415,1,Present: genitals forwards,0.046428571,1.04,Body,0.039220713
450,BudongoBF 2013-01-15 Clip 15 09;39;50 FK OK (RH NK),11,Frank,Oakland,416,2,Big Loud Scratch,0.023214286,1.84,Manual,0.609765572
451,BudongoBF 2013-01-15 Clip 15 09;39;50 FK OK (RH NK),11,Frank,Oakland,416,2,Object shake,0.473214286,3.32,Manual,1.199964783
452,BudongoBF 2013-01-15 Clip 29 13;54;04 ZL JN (NB),16,Zalu,Janie,418,1,Present: genitals forwards,0.046428571,1.24,Body,0.21511138
453,BudongoBF 2013-01-15 Clip 29 13;54;04 ZL JN (NB),16,Zalu,Janie,419,1,Present: genitals forwards,0.046428571,1.44,Body,0.364643114
454,BudongoBF 2013-01-15 Clip 29 13;54;04 ZL JN (NB),16,Zalu,Janie,420,2,Hit object/ground,0.082142857,0.44,Manual,-0.820980552
455,BudongoBF 2013-01-15 Clip 29 13;54;04 ZL JN (NB),16,Zalu,Janie,421,2,Object shake,0.473214286,1.04,Manual,0.039220713
456,BudongoBF 2013-01-15 Clip 31 14;09;08 FD JN JM (NB ZL SM NK RH RS),17,Fred,Janie,423,2,Object shake,0.473214286,2.88,Manual,1.057790294
457,BudongoBF 2013-03-01 Clip 1 08;04;1 SQ KY,117,Squibs,Kewaya,432,1,Object shake,0.473214286,1.6,Manual,0.470003629
458,BudongoBF 2013-03-01 Clip 1 08;04;1 SQ KY,117,Squibs,Kewaya,433,1,Object shake,0.473214286,2.36,Manual,0.858661619
459,BudongoBF 2013-03-01 Clip 1 08;04;1 SQ KY,117,Squibs,Kewaya,434,2,Object shake,0.473214286,3,Manual,1.098612289
460,BudongoBF 2013-03-01 Clip 1 08;04;1 SQ KY,117,Squibs,Kewaya,434,2,Object shake,0.473214286,6.36,Manual,1.850028377
461,BudongoBF 2013-03-04 Clip 5 08;39;36 KT HT consortship,68,Kato,Harriet,436,1,Object shake,0.473214286,1.56,Manual,0.444685821
462,BudongoBF 2013-03-04 Clip 5 08;39;36 KT HT consortship,68,Kato,Harriet,437,1,Object shake,0.473214286,1.44,Manual,0.364643114
463,BudongoBF 2013-03-04 Clip 14 08;46;54 KT HT consortship (KU),75,Kato,Harriet,438,1,Object shake,0.473214286,1.88,Manual,0.631271777
464,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,440,1,Leaf clipping,0.0625,7.08,Manual,1.957273908
465,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,441,1,Leaf clipping,0.0625,7.48,Manual,2.012232792
466,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,442,1,Object shake,0.473214286,1.84,Manual,0.609765572
467,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,443,1,Object shake,0.473214286,1.2,Manual,0.182321557
468,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,444,2,Leaf clipping,0.0625,8.52,Manual,2.142416341
469,BudongoBF 2013-03-04 Clip 15 08;46;54 KT HT consortship (KU),76,Kato,Harriet,444,2,Leaf clipping,0.0625,4.36,Manual,1.472472057
470,"BudongoBF 2013-10-17 Clip 15 12;29;41 SM UP solicit, interrupt by NK ZF ",27,Simon,Upesi,445,1,Big Loud Scratch,0.023214286,4.12,Manual,1.415853163
471,"BudongoBF 2013-10-17 Clip 15 12;29;41 SM UP solicit, interrupt by NK ZF ",27,Simon,Upesi,446,2,Object shake,0.473214286,1.12,Manual,0.113328685
472,"BudongoBF 2013-10-17 Clip 15 12;29;41 SM UP solicit, interrupt by NK ZF ",27,Simon,Upesi,446,2,Stomp object/ground,0.042857143,0.52,Manual,-0.653926467
473,BudongoBF 2013-11-02 Clip 23 09;27;32 KT KA solicit,37,Kato,Katia,453,1,Big Loud Scratch,0.023214286,1.92,Manual,0.652325186
474,BudongoBF 2013-11-02 Clip 24 09;28;58 KT KA solicit,37,Kato,Katia,454,1,Object shake,0.473214286,4.88,Manual,1.58514522
475,BudongoBF 2013-11-02 Clip 24 09;28;58 KT KA solicit,37,Kato,Katia,455,1,Object shake,0.473214286,1.36,Manual,0.3074847
476,BudongoBF 2013-11-02 Clip 26 09;28;58 MS KA aggress solicit,596,Musa,Katia,457,1,Hit object/ground,0.082142857,1.4,Manual,0.336472237
477,BudongoBF 2013-11-02 Clip 33 11;52;10 ZD KA copulate ,601,Zed,Katia,460,1,Raise arm,0.016071429,1.2,Manual,0.182321557
478,BudongoBF 2013-11-02 Clip 36 13;07;43 KA FD copulate,604,Fred,Katia,464,2,Present: genitals forwards,0.046428571,4.24,Body,1.444563269
479,BudongoBF 2013-11-02 Clip 36 13;07;43 KA FD copulate,604,Fred,Katia,464,2,Rocking: sitting,0.025,2.17,Body,0.774727168
480,BudongoBF 2013-11-02 Clip 23 09;27;32 KT KA solicit,92,Kato,Katia,465,1,Big Loud Scratch,0.023214286,1.6,Manual,0.470003629
481,BudongoBF 2013-11-02 Clip 23 09;27;32 KT KA solicit,702,Kato,Katia,466,1,Object shake,0.473214286,2,Manual,0.693147181
482,BudongoBF 2013-11-03 Clip 10 08;01;22 NK KA,621,Nick,Katia,470,1,Object shake,0.473214286,0.36,Manual,-1.021651248
483,BudongoBF 2013-11-04 Clip 1 07;42;21 KL FD copulate KC,635,Fred,Kalema,480,2,Present: genitals forwards,0.046428571,0.84,Body,-0.174353387
484,BudongoBF 2013-11-04 Clip 1 07;42;21 KL FD copulate KC,635,Fred,Kalema,480,2,Raise arm,0.016071429,0.32,Manual,-1.139434283
485,BudongoBF 2013-11-04 Clip 6 07;51;52 SM KL copulate,640,Simon,Kalema,485,2,Present: genitals forwards,0.046428571,0.92,Body,-0.083381609
486,BudongoBF 2013-11-04 Clip 6 07;51;52 SM KL copulate,640,Simon,Kalema,485,2,Swing: directed,0.005357143,1.04,Manual,0.039220713
487,BudongoBF 2013-11-04 Clip 11 09;55;54 NK KL solicit ZL interrupt,644,Nick,Kalema,486,2,Leaf clipping,0.0625,3.6,Manual,1.280933845
488,BudongoBF 2013-11-04 Clip 11 09;55;54 NK KL solicit ZL interrupt,644,Nick,Kalema,486,2,Stomp object/ground,0.042857143,0.28,Manual,-1.272965676
489,BudongoBF 2013-11-04 Clip 11 09;55;54 NK KL solicit ZL interrupt,644,Nick,Kalema,489,2,Leaf clipping,0.0625,1.6,Manual,0.470003629
490,BudongoBF 2013-11-04 Clip 11 09;55;54 NK KL solicit ZL interrupt,644,Nick,Kalema,489,2,Stomp object/ground,0.042857143,0.24,Manual,-1.427116356
491,BudongoBF 2013-11-04 Clip 17 10;25;43 MS KL copulate KC interfere (ZL),650,Musa,Kalema,491,1,Stomp object/ground,0.042857143,0.68,Manual,-0.385662481
492,BudongoBF 2013-11-04 Clip 17 10;25;43 MS KL copulate KC interfere (ZL),650,Musa,Kalema,492,1,Stomp object/ground,0.042857143,0.68,Manual,-0.385662481
493,BudongoBF 2013-11-04 Clip 17 10;25;43 MS KL copulate KC interfere (ZL),650,Musa,Kalema,493,2,Rocking: sitting,0.025,0.64,Body,-0.446287103
494,BudongoBF 2013-11-04 Clip 17 10;25;43 MS KL copulate KC interfere (ZL),650,Musa,Kalema,493,2,Stomp object/ground,0.042857143,0.68,Manual,-0.385662481
495,BudongoBF 2013-11-07 Clip 3 08;36;19 KL KT copulate KC (ZG ZD),703,Kato,Kalema,494,1,Big Loud Scratch,0.023214286,8.4,Manual,2.128231706
496,BudongoBF 2013-11-07 Clip 3 08;36;19 KL KT copulate KC (ZG ZD),703,Kato,Kalema,495,2,Present: genitals forwards,0.046428571,1.36,Body,0.3074847
