"","Communication_number","gesture_record_anon","morphs_anon","Signaller","Goal","Lumped_Gs","morph","Social_unit","log","rFq_morph","rFq_action"
"685","102421a","Action_38","Morph_76","JN","Groom","Present","Present.2","Sonso",-0.174353387144778,0.0135435168738899,0.0492895204262877
"686","102102","Action_42","Morph_88","JN","Moveclose","Push","Push.1","Sonso",0.148420005118273,0.0106571936056838,0.0466252220248668
"687","102422a","Action_2","Morph_4","JN","Directattention","Bigloudscratch","BigLoudScratch.2","Sonso",0.65232518603969,0.019316163410302,0.0577264653641208
"688","101686b","Action_42","Morph_91","JN","Position","Push","Push.4","Sonso",-0.083381608939051,0.00932504440497336,0.0466252220248668
"689","101600","Action_38","Morph_78","JN","Directattention","Present","Present.4","Sonso",1.05779029414785,0.00288632326820604,0.0492895204262877
"690","100440","Action_42","Morph_91","JN","Position","Push","Push.4","Sonso",-0.653926467406664,0.00932504440497336,0.0466252220248668
"691","102102","Action_1","Morph_2","JN","Moveclose","Beckon","Beckon.2","Sonso",-0.174353387144778,0.00133214920071048,0.00155417406749556
"692","100238","Action_39","Morph_82","JN","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0,0.0295293072824156,0.033303730017762
"693","100216","Action_3","Morph_14","JN","Staysame","Bite","Bite.6","Sonso",-0.22314355131421,0.00266429840142096,0.0168738898756661
"694","100531","Action_20","Morph_45","JN","Staysame","Hitother","HitOther.1","Sonso",-1.13943428318836,0.0202042628774423,0.0404085257548845
"695","100523","Action_63","Morph_138","JS","Play","Touch","Touch.7","Sonso",-0.174353387144778,0.0044404973357016,0.0341918294849023
"696","101129a","Action_33","Morph_61","JS","Play","Objectmove","ObjectMove.1","Sonso",-0.22314355131421,0.0317495559502664,0.0406305506216696
"697","102470","Action_56","Morph_123","JS","Play","Stompingother","StompOther.2","Sonso",-0.510825623765991,0.00244227353463588,0.00266429840142096
"698","100173","Action_1","Morph_2","JS","Position","Beckon","Beckon.2","Sonso",0.182321556793955,0.00133214920071048,0.00155417406749556
"699","101607","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.510825623765991,0.0484014209591474,0.0484014209591474
"700","101685","Action_64","Morph_137","JS","Giveme","Touchlongother","Touch.6","Sonso",1.08518926833597,0.00488454706927176,0.0175399644760213
"701","100173","Action_1","Morph_2","JS","Position","Beckon","Beckon.2","Sonso",0.542324290825362,0.00133214920071048,0.00155417406749556
"702","101684","Action_45","Morph_101","JS","Giveme","Reach","Reach.2","Sonso",-0.174353387144778,0.0370781527531083,0.0801509769094138
"703","102472","Action_60","Morph_128","JS","Play","Swing","Swing.2","Sonso",0.392042087776024,0.00310834813499112,0.0475133214920071
"704","102472","Action_20","Morph_45","JS","Play","Hitother","HitOther.1","Sonso",-0.82098055206983,0.0202042628774423,0.0404085257548845
"705","102103","Action_14","Morph_29","JS","Play","Grab","Grab.1","Sonso",-0.510825623765991,0.00821492007104796,0.0353019538188277
"706","102103","Action_20","Morph_46","JS","Play","Hitother","HitOther.2","Sonso",-0.127833371509885,0.00932504440497336,0.0404085257548845
"707","101611","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.174353387144778,0.0484014209591474,0.0484014209591474
"708","101613","Action_60","Morph_127","JS","Play","Swing","Swing.1","Sonso",-0.22314355131421,0.0428507992895204,0.0475133214920071
"709","102479","Action_55","Morph_117","JS","Play","Stompingobject","StompObject.3","Sonso",0.182321556793955,0.00688277087033748,0.0230905861456483
"710","101612","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.0408219945202552,0.0484014209591474,0.0484014209591474
"711","101613","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.27443684570176,0.0484014209591474,0.0484014209591474
"712","101613","Action_60","Morph_128","JS","Play","Swing","Swing.2","Sonso",0.364643113587909,0.00310834813499112,0.0475133214920071
"713","102479","Action_17","Morph_39","JS","Play","Hitobject","HitObject.1","Sonso",-1.02165124753198,0.0430728241563055,0.0559502664298401
"714","102479","Action_57","Morph_118","JS","Play","Stompobject","StompObject.4","Sonso",-0.653926467406664,0.005550621669627,0.0424067495559503
"715","101613","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.385662480811985,0.0484014209591474,0.0484014209591474
"716","101613","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-1.42711635564015,0.0484014209591474,0.0484014209591474
"717","101613","Action_60","Morph_127","JS","Play","Swing","Swing.1","Sonso",0.392042087776024,0.0428507992895204,0.0475133214920071
"718","101613","Action_60","Morph_127","JS","Play","Swing","Swing.1","Sonso",0.182321556793955,0.0428507992895204,0.0475133214920071
"719","101613","Action_60","Morph_127","JS","Play","Swing","Swing.1","Sonso",0.246860077931526,0.0428507992895204,0.0475133214920071
"720","102479","Action_57","Morph_119","JS","Play","Stompobject","StompObject.5","Sonso",-0.328504066972036,0.00155417406749556,0.0424067495559503
"721","101611","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",0.587786664902119,0.0484014209591474,0.0484014209591474
"722","102487","Action_57","Morph_118","JS","Play","Stompobject","StompObject.4","Sonso",-0.510825623765991,0.005550621669627,0.0424067495559503
"723","102483","Action_55","Morph_117","JS","Play","Stompingobject","StompObject.3","Sonso",0,0.00688277087033748,0.0230905861456483
"724","102483","Action_58","Morph_NA","JS","Play","Stompother",NA,"Sonso",-0.385662480811985,0.0159857904085258,0.00377442273534636
"725","102487","Action_17","Morph_39","JS","Play","Hitobject","HitObject.1","Sonso",-1.27296567581289,0.0430728241563055,0.0559502664298401
"726","102487","Action_17","Morph_39","JS","Play","Hitobject","HitObject.1","Sonso",-0.916290731874155,0.0430728241563055,0.0559502664298401
"727","102487","Action_55","Morph_121","JS","Play","Stompingobject","StompObject.7","Sonso",0.392042087776024,0.00066607460035524,0.0230905861456483
"728","101941","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.22314355131421,0.0484014209591474,0.0484014209591474
"729","101940","Action_52","Morph_112","JS","Stopbehaviour","Spinroulade","SpinRoulade.1","Sonso",0.693147180559945,0.00488454706927176,0.00488454706927176
"730","101941","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-0.44628710262842,0.0484014209591474,0.0484014209591474
"731","100470","Action_45","Morph_100","JS","Play","Reach","Reach.1","Sonso",-0.579818495252942,0.0408525754884547,0.0801509769094138
"732","101609","Action_57","Morph_118","JS","Play","Stompobject","StompObject.4","Sonso",-0.653926467406664,0.005550621669627,0.0424067495559503
"733","100470","Action_45","Morph_100","JS","Play","Reach","Reach.1","Sonso",-0.653926467406664,0.0408525754884547,0.0801509769094138
"734","100470","Action_45","Morph_100","JS","Play","Reach","Reach.1","Sonso",-0.653926467406664,0.0408525754884547,0.0801509769094138
"735","101609","Action_34","Morph_67","JS","Play","Objectshake","ObjectShake.3","Sonso",0.182321556793955,0.0022202486678508,0.108792184724689
"736","101609","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",0.0769610411361284,0.0484014209591474,0.0484014209591474
"737","101609","Action_34","Morph_65","JS","Play","Objectshake","ObjectShake.1","Sonso",0.924258901523332,0.0746003552397869,0.108792184724689
"738","101610","Action_34","Morph_65","JS","Play","Objectshake","ObjectShake.1","Sonso",0.8754687373539,0.0746003552397869,0.108792184724689
"739","101610","Action_34","Morph_66","JS","Play","Objectshake","ObjectShake.2","Sonso",0.712949807856125,0.0237566607460036,0.108792184724689
"740","101609","Action_34","Morph_66","JS","Play","Objectshake","ObjectShake.2","Sonso",0.858661619037519,0.0237566607460036,0.108792184724689
"741","101609","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-1.27296567581289,0.0484014209591474,0.0484014209591474
"742","100964","Action_14","Morph_34","JS","Play","Grab","Grab.6","Sonso",-0.174353387144778,0.00355239786856128,0.0353019538188277
"743","102484","Action_21","Morph_43","JS","Play","Hittingobject","HitObject.5","Sonso",0.246860077931526,0.0044404973357016,0.00799289520426288
"744","102484","Action_55","Morph_116","JS","Play","Stompingobject","StompObject.2","Sonso",0.392042087776024,0.0148756660746004,0.0230905861456483
"745","100213","Action_4","Morph_13","JS","Staysame","Bitekiss","Bite.5","Sonso",-0.7339691750802,0.0011101243339254,0.00066607460035524
"746","101855","Action_34","Morph_65","JS","Play","Objectshake","ObjectShake.1","Sonso",-0.328504066972036,0.0746003552397869,0.108792184724689
"747","101855","Action_34","Morph_65","JS","Play","Objectshake","ObjectShake.1","Sonso",0.609765571620894,0.0746003552397869,0.108792184724689
"748","101857a","Action_8","Morph_19","JS","Playcontinue","Dangle","Dangle.1","Sonso",-1.13943428318836,0.0484014209591474,0.0484014209591474
"749","101856","Action_20","Morph_45","JS","Play","Hitother","HitOther.1","Sonso",-1.02165124753198,0.0202042628774423,0.0404085257548845
"750","101855","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-1.42711635564015,0.0484014209591474,0.0484014209591474
"751","101857a","Action_34","Morph_67","JS","Playcontinue","Objectshake","ObjectShake.3","Sonso",0.182321556793955,0.0022202486678508,0.108792184724689
"752","101856","Action_8","Morph_19","JS","Play","Dangle","Dangle.1","Sonso",-1.13943428318836,0.0484014209591474,0.0484014209591474
"753","100104","Action_17","Morph_39","JS","Sexualattention","Hitobject","HitObject.1","Sonso",-0.44628710262842,0.0430728241563055,0.0559502664298401
"754","100105","Action_40","Morph_82","JS","Sexualattention","Presentgenitalsforwards","PresentGenitals.1","Sonso",0.182321556793955,0.0295293072824156,0.00199822380106572
"755","100105","Action_20","Morph_45","JS","Sexualattention","Hitother","HitOther.1","Sonso",-0.510825623765991,0.0202042628774423,0.0404085257548845
"756","100104","Action_45","Morph_101","JS","Sexualattention","Reach","Reach.2","Sonso",-0.22314355131421,0.0370781527531083,0.0801509769094138
"757","102476","Action_17","Morph_39","JS","Play","Hitobject","HitObject.1","Sonso",-0.82098055206983,0.0430728241563055,0.0559502664298401
"758","102476","Action_55","Morph_117","JS","Play","Stompingobject","StompObject.3","Sonso",0.336472236621213,0.00688277087033748,0.0230905861456483
"759","102476","Action_55","Morph_117","JS","Play","Stompingobject","StompObject.3","Sonso",0.542324290825362,0.00688277087033748,0.0230905861456483
"760","102476","Action_55","Morph_117","JS","Play","Stompingobject","StompObject.3","Sonso",0.609765571620894,0.00688277087033748,0.0230905861456483
"761","102094a","Action_21","Morph_42","JS","Sexualattention","Hittingobject","HitObject.4","Sonso",-0.083381608939051,0.00599467140319716,0.00799289520426288
