"","Communication_number","gesture_record_anon","morphs_anon","Signaller","Goal","Lumped_Gs","morph","Social_unit","log","rFq_morph","rFq_action"
"794","100916","Action_8","Morph_19","JT","Play","Dangle","Dangle.1","Sonso",1.49065437644413,0.0484014209591474,0.0484014209591474
"795","100563","Action_8","Morph_19","JT","Play","Dangle","Dangle.1","Sonso",1.64093657949347,0.0484014209591474,0.0484014209591474
"796","100916","Action_34","Morph_65","JT","Play","Objectshake","ObjectShake.1","Sonso",0.307484699747961,0.0746003552397869,0.108792184724689
"797","102093","Action_45","Morph_100","JT","Play","Reach","Reach.1","Sonso",2.03339760317843,0.0408525754884547,0.0801509769094138
"798","102093","Action_41","Morph_87","JT","Play","Pull","Pull.4","Sonso",2.40514168131914,0.00532859680284192,0.0253108348134991
"799","101616","Action_17","Morph_39","JT","Playcontinue","Hitobject","HitObject.1","Sonso",-0.0408219945202552,0.0430728241563055,0.0559502664298401
"800","102093","Action_15","Morph_35","JT","Play","Grabhold","GrabHold.1","Sonso",1.05779029414785,0.00932504440497336,0.0204262877442274
"801","102093","Action_37","Morph_74","JT","Play","Poke","Poke.1","Sonso",-0.916290731874155,0.00266429840142096,0.00266429840142096
"802","101124","Action_55","Morph_116","JT","Play","Stompingobject","StompObject.2","Sonso",-0.127833371509885,0.0148756660746004,0.0230905861456483
"803","100920","Action_55","Morph_116","JT","Play","Stompingobject","StompObject.2","Sonso",-0.7339691750802,0.0148756660746004,0.0230905861456483
"804","100920","Action_57","Morph_118","JT","Play","Stompobject","StompObject.4","Sonso",-0.385662480811985,0.005550621669627,0.0424067495559503
"805","101124","Action_33","Morph_61","JT","Play","Objectmove","ObjectMove.1","Sonso",0.693147180559945,0.0317495559502664,0.0406305506216696
"806","102477","Action_34","Morph_65","JT","Play","Objectshake","ObjectShake.1","Sonso",1.38629436111989,0.0746003552397869,0.108792184724689
"807","102477","Action_34","Morph_66","JT","Play","Objectshake","ObjectShake.2","Sonso",2.21920348405499,0.0237566607460036,0.108792184724689
"808","102477","Action_57","Morph_115","JT","Play","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"809","102477","Action_57","Morph_115","JT","Play","Stompobject","StompObject.1","Sonso",-0.127833371509885,0.0337477797513321,0.0424067495559503
"810","102477","Action_60","Morph_127","JT","Play","Swing","Swing.1","Sonso",-0.083381608939051,0.0428507992895204,0.0475133214920071
"811","102477","Action_38","Morph_81","JT","Play","Present","Present.7","Sonso",1.80500469597808,0.00244227353463588,0.0492895204262877
"812","100935","Action_48","Morph_104","JT","Play","Rollover","RollOver.1","Sonso",-0.0408219945202552,0.00621669626998224,0.00621669626998224
"813","102097","Action_38","Morph_79","JT","Groom","Present","Present.5","Sonso",1.15057202759882,0.00688277087033748,0.0492895204262877
"814","102097","Action_2","Morph_3","JT","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",1.49065437644413,0.0215364120781528,0.0577264653641208
"815","102097","Action_2","Morph_5","JT","Groom","Bigloudscratch","BigLoudScratch.3","Sonso",0.418710334858185,0.0119893428063943,0.0577264653641208
"816","102097","Action_2","Morph_3","JT","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",0.470003629245736,0.0215364120781528,0.0577264653641208
"817","100302","Action_20","Morph_46","JT","Playcontinue","Hitother","HitOther.2","Sonso",0.0392207131532813,0.00932504440497336,0.0404085257548845
"818","100966b","Action_43","Morph_96","JT","Play","Raise","Raise.1","Sonso",-0.653926467406664,0.00865896980461812,0.0113232682060391
"819","101121","Action_10","Morph_21","JT","Play","Drum","Drum.1","Sonso",-0.27443684570176,0.0033303730017762,0.0033303730017762
"820","100442","Action_15","Morph_37","JT","Play","Grabhold","GrabHold.3","Sonso",1.880990602956,0.00532859680284192,0.0204262877442274
"821","100442","Action_3","Morph_9","JT","Play","Bite","Bite.1","Sonso",1.74396880539171,0.0044404973357016,0.0168738898756661
"822","100372","Action_41","Morph_86","JT","Playcontinue","Pull","Pull.3","Sonso",0.56531380905006,0.00510657193605684,0.0253108348134991
"823","100472","Action_34","Morph_65","KA","Play","Objectshake","ObjectShake.1","Sonso",1.63315443905142,0.0746003552397869,0.108792184724689
"824","101608","Action_63","Morph_139","KA","Play","Touch","Touch.8","Sonso",0.336472236621213,0.00577264653641208,0.0341918294849023
"825","101608","Action_63","Morph_139","KA","Play","Touch","Touch.8","Sonso",0.364643113587909,0.00577264653641208,0.0341918294849023
"826","101608","Action_14","Morph_31","KA","Play","Grab","Grab.3","Sonso",-1.02165124753198,0.00466252220248668,0.0353019538188277
"827","101812","Action_45","Morph_100","KA","Play","Reach","Reach.1","Sonso",1.43508452528932,0.0408525754884547,0.0801509769094138
"828","101812","Action_45","Morph_101","KA","Play","Reach","Reach.2","Sonso",1.00063188030791,0.0370781527531083,0.0801509769094138
"829","101814a","Action_14","Morph_29","KA","Play","Grab","Grab.1","Sonso",0.113328685307003,0.00821492007104796,0.0353019538188277
"830","101814a","Action_14","Morph_30","KA","Play","Grab","Grab.2","Sonso",0.364643113587909,0.00799289520426288,0.0353019538188277
"831","101814a","Action_14","Morph_32","KA","Play","Grab","Grab.4","Sonso",0.392042087776024,0.00754884547069272,0.0353019538188277
"832","101820a","Action_20","Morph_46","KA","Play","Hitother","HitOther.2","Sonso",-0.127833371509885,0.00932504440497336,0.0404085257548845
"833","101820a","Action_34","Morph_68","KA","Play","Objectshake","ObjectShake.4","Sonso",0.841567185678219,0.00288632326820604,0.108792184724689
"834","101820a","Action_33","Morph_61","KA","Play","Objectmove","ObjectMove.1","Sonso",0.444685821261446,0.0317495559502664,0.0406305506216696
"835","101816","Action_8","Morph_19","KA","Play","Dangle","Dangle.1","Sonso",2.37954613413017,0.0484014209591474,0.0484014209591474
"836","101816","Action_33","Morph_61","KA","Play","Objectmove","ObjectMove.1","Sonso",-0.328504066972036,0.0317495559502664,0.0406305506216696
"837","101816","Action_17","Morph_39","KA","Play","Hitobject","HitObject.1","Sonso",-0.44628710262842,0.0430728241563055,0.0559502664298401
"838","101223","Action_20","Morph_45","KA","Stopbehaviour","Hitother","HitOther.1","Sonso",-0.510825623765991,0.0202042628774423,0.0404085257548845
"839","101223","Action_60","Morph_127","KA","Stopbehaviour","Swing","Swing.1","Sonso",0.444685821261446,0.0428507992895204,0.0475133214920071
"840","101223","Action_20","Morph_45","KA","Stopbehaviour","Hitother","HitOther.1","Sonso",-0.44628710262842,0.0202042628774423,0.0404085257548845
"841","102236b","Action_20","Morph_45","KA","Stopbehaviour","Hitother","HitOther.1","Sonso",-0.82098055206983,0.0202042628774423,0.0404085257548845
"842","102205","Action_20","Morph_50","KA","Stopbehaviour","Hitother","HitOther.6","Sonso",-1.27296567581289,0.00488454706927176,0.0404085257548845
"843","102206","Action_13","Morph_28","KA","Stopbehaviour","Fling","Fling.2","Sonso",-0.328504066972036,0.00488454706927176,0.0117673179396092
"844","101554","Action_41","Morph_86","KA","Climbonme","Pull","Pull.3","Sonso",0.970778917158225,0.00510657193605684,0.0253108348134991
"845","101809","Action_64","Morph_133","KA","Play","Touchlongother","Touch.2","Sonso",1.05779029414785,0.00754884547069272,0.0175399644760213
"846","101220","Action_3","Morph_14","KA","Play","Bite","Bite.6","Sonso",0.587786664902119,0.00266429840142096,0.0168738898756661
"847","101446","Action_38","Morph_79","KA","Directattention","Present","Present.5","Sonso",1.1999647829284,0.00688277087033748,0.0492895204262877
"848","101881","Action_38","Morph_79","KA","Directattention","Present","Present.5","Sonso",1.1999647829284,0.00688277087033748,0.0492895204262877
"849","101447","Action_38","Morph_76","KA","Directattention","Present","Present.2","Sonso",1.41585316336144,0.0135435168738899,0.0492895204262877
"850","101502","Action_8","Morph_19","KA","Play","Dangle","Dangle.1","Sonso",1.09861228866811,0.0484014209591474,0.0484014209591474
"851","101503","Action_8","Morph_19","KA","Play","Dangle","Dangle.1","Sonso",1.99061032797322,0.0484014209591474,0.0484014209591474
"852","101786","Action_39","Morph_82","KA","Staysame","Presentgenitalsbackwards","PresentGenitals.1","Sonso",1.29198368164865,0.0295293072824156,0.033303730017762
"853","100305","Action_39","Morph_82","KA","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0,0.0295293072824156,0.033303730017762
"854","100434","Action_55","Morph_117","KA","Play","Stompingobject","StompObject.3","Sonso",0.65232518603969,0.00688277087033748,0.0230905861456483
"855","100434","Action_64","Morph_134","KA","Play","Touchlongother","Touch.3","Sonso",1.12492959698548,0.00488454706927176,0.0175399644760213
"856","101821a","Action_17","Morph_39","KA","Play","Hitobject","HitObject.1","Sonso",-0.0408219945202552,0.0430728241563055,0.0559502664298401
"857","100750b","Action_60","Morph_127","KA","Play","Swing","Swing.1","Sonso",0.182321556793955,0.0428507992895204,0.0475133214920071
"858","101821a","Action_45","Morph_100","KA","Play","Reach","Reach.1","Sonso",0.824175442966349,0.0408525754884547,0.0801509769094138
"859","102105","Action_45","Morph_102","KA","Stopbehaviour","Reach","Reach.3","Sonso",0.418710334858185,0.0022202486678508,0.0801509769094138
"860","102105","Action_45","Morph_102","KA","Stopbehaviour","Reach","Reach.3","Sonso",0.806475865866949,0.0022202486678508,0.0801509769094138
"861","102204","Action_64","Morph_135","KA","Giveme","Touchlongother","Touch.4","Sonso",1.58514521986506,0.00488454706927176,0.0175399644760213
"862","102204","Action_45","Morph_101","KA","Giveme","Reach","Reach.2","Sonso",0.924258901523332,0.0370781527531083,0.0801509769094138
"863","102204","Action_45","Morph_101","KA","Giveme","Reach","Reach.2","Sonso",2.67827804276854,0.0370781527531083,0.0801509769094138
"864","102199b","Action_45","Morph_101","KA","Staysame","Reach","Reach.2","Sonso",0.518793793415168,0.0370781527531083,0.0801509769094138
"865","102204","Action_45","Morph_101","KA","Giveme","Reach","Reach.2","Sonso",0.56531380905006,0.0370781527531083,0.0801509769094138
"866","102204","Action_45","Morph_101","KA","Giveme","Reach","Reach.2","Sonso",0.65232518603969,0.0370781527531083,0.0801509769094138
"867","101784b","Action_33","Morph_61","KA","Play","Objectmove","ObjectMove.1","Sonso",0.215111379616945,0.0317495559502664,0.0406305506216696
"868","101299","Action_53","Morph_113","KB","Play","Spinsomersault","SpinSomersault.1","Sonso",0.806475865866949,0.00799289520426288,0.00799289520426288
"869","101299","Action_57","Morph_118","KB","Play","Stompobject","StompObject.4","Sonso",-0.22314355131421,0.005550621669627,0.0424067495559503
"870","100212","Action_57","Morph_115","KB","Moveaway","Stompobject","StompObject.1","Sonso",-0.385662480811985,0.0337477797513321,0.0424067495559503
"871","101748a","Action_34","Morph_65","KB","Play","Objectshake","ObjectShake.1","Sonso",0.751416088683921,0.0746003552397869,0.108792184724689
"872","101748a","Action_34","Morph_66","KB","Play","Objectshake","ObjectShake.2","Sonso",2.78501124223834,0.0237566607460036,0.108792184724689
"873","101748a","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.609765571620894,0.0484014209591474,0.0484014209591474
"874","101748a","Action_34","Morph_66","KB","Play","Objectshake","ObjectShake.2","Sonso",0.27763173659828,0.0237566607460036,0.108792184724689
"875","101298","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.27443684570176,0.0337477797513321,0.0424067495559503
"876","101298","Action_17","Morph_40","KB","Play","Hitobject","HitObject.2","Sonso",0,0.0119893428063943,0.0559502664298401
"877","101298","Action_17","Morph_39","KB","Play","Hitobject","HitObject.1","Sonso",0.0769610411361284,0.0430728241563055,0.0559502664298401
"878","101298","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.385662480811985,0.0337477797513321,0.0424067495559503
"879","101298","Action_48","Morph_104","KB","Play","Rollover","RollOver.1","Sonso",1.21194097397511,0.00621669626998224,0.00621669626998224
"880","101297","Action_53","Morph_113","KB","Play","Spinsomersault","SpinSomersault.1","Sonso",0.494696241836107,0.00799289520426288,0.00799289520426288
"881","101561","Action_45","Morph_101","KB","Giveme","Reach","Reach.2","Sonso",1.12492959698548,0.0370781527531083,0.0801509769094138
"882","101296","Action_53","Morph_113","KB","Play","Spinsomersault","SpinSomersault.1","Sonso",0.806475865866949,0.00799289520426288,0.00799289520426288
"883","101298","Action_53","Morph_113","KB","Play","Spinsomersault","SpinSomersault.1","Sonso",0.307484699747961,0.00799289520426288,0.00799289520426288
"884","101298","Action_53","Morph_113","KB","Play","Spinsomersault","SpinSomersault.1","Sonso",0.494696241836107,0.00799289520426288,0.00799289520426288
"885","101561","Action_45","Morph_101","KB","Giveme","Reach","Reach.2","Sonso",1.96850998097255,0.0370781527531083,0.0801509769094138
"886","101628b","Action_17","Morph_39","KB","Play","Hitobject","HitObject.1","Sonso",-0.510825623765991,0.0430728241563055,0.0559502664298401
"887","101772","Action_14","Morph_32","KB","Play","Grab","Grab.4","Sonso",-0.174353387144778,0.00754884547069272,0.0353019538188277
"888","102153","Action_45","Morph_100","KB","Play","Reach","Reach.1","Sonso",0.56531380905006,0.0408525754884547,0.0801509769094138
"889","101772","Action_14","Morph_32","KB","Play","Grab","Grab.4","Sonso",0.336472236621213,0.00754884547069272,0.0353019538188277
"890","101772","Action_14","Morph_30","KB","Play","Grab","Grab.2","Sonso",0.470003629245736,0.00799289520426288,0.0353019538188277
"891","101772","Action_14","Morph_32","KB","Play","Grab","Grab.4","Sonso",-0.174353387144778,0.00754884547069272,0.0353019538188277
"892","101225","Action_63","Morph_134","KB","Play","Touch","Touch.3","Sonso",-0.0408219945202552,0.00488454706927176,0.0341918294849023
"893","101527b","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",2.04381436403668,0.0484014209591474,0.0484014209591474
"894","101772","Action_63","Morph_133","KB","Play","Touch","Touch.2","Sonso",-0.653926467406664,0.00754884547069272,0.0341918294849023
"895","101233","Action_14","Morph_31","KB","Play","Grab","Grab.3","Sonso",0.56531380905006,0.00466252220248668,0.0353019538188277
"896","101772","Action_14","Morph_32","KB","Play","Grab","Grab.4","Sonso",-0.127833371509885,0.00754884547069272,0.0353019538188277
"897","100282","Action_60","Morph_127","KB","Playcontinue","Swing","Swing.1","Sonso",0.0769610411361284,0.0428507992895204,0.0475133214920071
"898","100282","Action_34","Morph_65","KB","Playcontinue","Objectshake","ObjectShake.1","Sonso",2.17928687664955,0.0746003552397869,0.108792184724689
"899","100282","Action_34","Morph_65","KB","Playcontinue","Objectshake","ObjectShake.1","Sonso",1.56024766824333,0.0746003552397869,0.108792184724689
"900","100282","Action_55","Morph_117","KB","Playcontinue","Stompingobject","StompObject.3","Sonso",0.970778917158225,0.00688277087033748,0.0230905861456483
"901","100282","Action_21","Morph_43","KB","Playcontinue","Hittingobject","HitObject.5","Sonso",0.693147180559945,0.0044404973357016,0.00799289520426288
"902","100705","Action_45","Morph_100","KB","Play","Reach","Reach.1","Sonso",0.182321556793955,0.0408525754884547,0.0801509769094138
"903","101342","Action_63","Morph_132","KB","Stopbehaviour","Touch","Touch.1","Sonso",0.56531380905006,0.0104351687388988,0.0341918294849023
"904","102038","Action_14","Morph_31","KB","Play","Grab","Grab.3","Sonso",0.0392207131532813,0.00466252220248668,0.0353019538188277
"905","100713a","Action_15","Morph_37","KB","Play","Grabhold","GrabHold.3","Sonso",1.63315443905142,0.00532859680284192,0.0204262877442274
"906","101343","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.21194097397511,0.0484014209591474,0.0484014209591474
"907","100713a","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.510825623765991,0.0337477797513321,0.0424067495559503
"908","101317a","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.11185751541813,0.0484014209591474,0.0484014209591474
"909","101300","Action_15","Morph_35","KB","Play","Grabhold","GrabHold.1","Sonso",1.49065437644413,0.00932504440497336,0.0204262877442274
"910","101339a","Action_15","Morph_37","KB","Play","Grabhold","GrabHold.3","Sonso",1.74396880539171,0.00532859680284192,0.0204262877442274
"911","101387a","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.82098055206983,0.0337477797513321,0.0424067495559503
"912","101317a","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.44628710262842,0.0337477797513321,0.0424067495559503
"913","101300","Action_15","Morph_35","KB","Play","Grabhold","GrabHold.1","Sonso",1.81156209652423,0.00932504440497336,0.0204262877442274
"914","101397","Action_41","Morph_86","KB","Play","Pull","Pull.3","Sonso",0.712949807856125,0.00510657193605684,0.0253108348134991
"915","101300","Action_3","Morph_12","KB","Play","Bite","Bite.4","Sonso",1.17557332980424,0.00177619893428064,0.0168738898756661
"916","101397","Action_42","Morph_94","KB","Play","Push","Push.7","Sonso",-0.175544572514931,0.00288632326820604,0.0466252220248668
"917","101300","Action_3","Morph_12","KB","Play","Bite","Bite.4","Sonso",1.22377543162212,0.00177619893428064,0.0168738898756661
"918","101300","Action_16","Morph_38","KB","Play","Headstand","HeadStand.1","Sonso",0.215111379616945,0.0066607460035524,0.0066607460035524
"919","101317a","Action_17","Morph_39","KB","Play","Hitobject","HitObject.1","Sonso",-0.7339691750802,0.0430728241563055,0.0559502664298401
"920","101557a","Action_60","Morph_127","KB","Play","Swing","Swing.1","Sonso",-0.127833371509885,0.0428507992895204,0.0475133214920071
"921","101387a","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"922","101397","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.048140375327935,0.00532859680284192,0.0253108348134991
"923","101397","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.048140375327935,0.00532859680284192,0.0253108348134991
"924","101838b","Action_17","Morph_39","KB","Playcontinue","Hitobject","HitObject.1","Sonso",-0.328504066972036,0.0430728241563055,0.0559502664298401
"925","101317a","Action_60","Morph_128","KB","Play","Swing","Swing.2","Sonso",-0.22314355131421,0.00310834813499112,0.0475133214920071
"926","101557a","Action_14","Morph_31","KB","Play","Grab","Grab.3","Sonso",0.392042087776024,0.00466252220248668,0.0353019538188277
"927","101300","Action_3","Morph_12","KB","Play","Bite","Bite.4","Sonso",0.587786664902119,0.00177619893428064,0.0168738898756661
"928","101154a","Action_14","Morph_31","KB","Play","Grab","Grab.3","Sonso",1.04380405217311,0.00466252220248668,0.0353019538188277
"929","101397","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.209487224866724,0.00532859680284192,0.0253108348134991
"930","101384","Action_14","Morph_31","KB","Play","Grab","Grab.3","Sonso",-0.44628710262842,0.00466252220248668,0.0353019538188277
"931","101397","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.127833371509885,0.0337477797513321,0.0424067495559503
"932","101627","Action_17","Morph_39","KB","Play","Hitobject","HitObject.1","Sonso",-0.328504066972036,0.0430728241563055,0.0559502664298401
"933","101027","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.65232518603969,0.0484014209591474,0.0484014209591474
"934","101021","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.11185751541813,0.0484014209591474,0.0484014209591474
"935","101838b","Action_57","Morph_115","KB","Playcontinue","Stompobject","StompObject.1","Sonso",-0.82098055206983,0.0337477797513321,0.0424067495559503
"936","101627","Action_57","Morph_115","KB","Play","Stompobject","StompObject.1","Sonso",-0.385662480811985,0.0337477797513321,0.0424067495559503
"937","101557a","Action_63","Morph_137","KB","Play","Touch","Touch.6","Sonso",0.182321556793955,0.00488454706927176,0.0341918294849023
"938","101330","Action_17","Morph_39","KB","Play","Hitobject","HitObject.1","Sonso",-0.22314355131421,0.0430728241563055,0.0559502664298401
"939","101154a","Action_3","Morph_15","KB","Play","Bite","Bite.7","Sonso",0.336472236621213,0.00133214920071048,0.0168738898756661
"940","101557a","Action_3","Morph_14","KB","Play","Bite","Bite.6","Sonso",1.39624469197306,0.00266429840142096,0.0168738898756661
"941","101557a","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.93441576962958,0.0484014209591474,0.0484014209591474
"942","102485","Action_55","Morph_116","KB","Play","Stompingobject","StompObject.2","Sonso",0.494696241836107,0.0148756660746004,0.0230905861456483
"943","101397","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.048140375327935,0.00532859680284192,0.0253108348134991
"944","101558a","Action_34","Morph_65","KB","Play","Objectshake","ObjectShake.1","Sonso",1.57691472072854,0.0746003552397869,0.108792184724689
"945","101558a","Action_34","Morph_67","KB","Play","Objectshake","ObjectShake.3","Sonso",0.908258560176891,0.0022202486678508,0.108792184724689
"946","102271","Action_15","Morph_35","KB","Play","Grabhold","GrabHold.1","Sonso",1.73695123273306,0.00932504440497336,0.0204262877442274
"947","102271","Action_20","Morph_49","KB","Play","Hitother","HitOther.5","Sonso",0,0.00599467140319716,0.0404085257548845
"948","102271","Action_20","Morph_49","KB","Play","Hitother","HitOther.5","Sonso",-0.27443684570176,0.00599467140319716,0.0404085257548845
"949","101327","Action_9","Morph_20","KB","Play","Dangleshake","DangleShake.1","Sonso",1.45395300959371,0.00710479573712256,0.00710479573712256
"950","101984","Action_64","Morph_135","KB","Play","Touchlongother","Touch.4","Sonso",1.99605993274078,0.00488454706927176,0.0175399644760213
"951","101458","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.470003629245736,0.0484014209591474,0.0484014209591474
"952","101286","Action_9","Morph_20","KB","Play","Dangleshake","DangleShake.1","Sonso",3.0521126069901,0.00710479573712256,0.00710479573712256
"953","101286","Action_34","Morph_65","KB","Play","Objectshake","ObjectShake.1","Sonso",0.955511445027436,0.0746003552397869,0.108792184724689
"954","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",0.934523500135215,0.00532859680284192,0.0253108348134991
"955","101756","Action_2","Morph_3","KB","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",1.04380405217311,0.0215364120781528,0.0577264653641208
"956","101756","Action_15","Morph_35","KB","Groom","Grabhold","GrabHold.1","Sonso",2.53369681395743,0.00932504440497336,0.0204262877442274
"957","101714","Action_41","Morph_86","KB","Play","Pull","Pull.3","Sonso",0.391366183728663,0.00510657193605684,0.0253108348134991
"958","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.338273858567841,0.00532859680284192,0.0253108348134991
"959","101295","Action_20","Morph_46","KB","Play","Hitother","HitOther.2","Sonso",0.364643113587909,0.00932504440497336,0.0404085257548845
"960","101756","Action_2","Morph_4","KB","Groom","Bigloudscratch","BigLoudScratch.2","Sonso",0.824175442966349,0.019316163410302,0.0577264653641208
"961","100321","Action_45","Morph_101","KB","Climbonyou","Reach","Reach.2","Sonso",0.542324290825362,0.0370781527531083,0.0801509769094138
"962","100326","Action_43","Morph_96","KB","Givemenurse","Raise","Raise.1","Sonso",0.418710334858185,0.00865896980461812,0.0113232682060391
"963","101458","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.494696241836107,0.0484014209591474,0.0484014209591474
"964","101286","Action_60","Morph_127","KB","Play","Swing","Swing.1","Sonso",0.470003629245736,0.0428507992895204,0.0475133214920071
"965","101395","Action_43","Morph_98","KB","Givemenurse","Raise","Raise.3","Sonso",0.631271776841858,0.00177619893428064,0.0113232682060391
"966","101458","Action_56","Morph_123","KB","Play","Stompingother","StompOther.2","Sonso",-0.0408219945202552,0.00244227353463588,0.00266429840142096
"967","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",0.0788111804242898,0.00532859680284192,0.0253108348134991
"968","101714","Action_23","Morph_47","KB","Play","Hittingother","HitOther.3","Sonso",0.712949807856125,0.00843694493783304,0.0157637655417407
"969","101458","Action_19","Morph_39","KB","Play","Hitobjectother","HitObject.1","Sonso",-0.579818495252942,0.0430728241563055,0.00088809946714032
"970","101286","Action_60","Morph_128","KB","Play","Swing","Swing.2","Sonso",0.609765571620894,0.00310834813499112,0.0475133214920071
"971","100943","Action_63","Morph_135","KB","Giveme","Touch","Touch.4","Sonso",1.12492959698548,0.00488454706927176,0.0341918294849023
"972","101164","Action_14","Morph_29","KB","Play","Grab","Grab.1","Sonso",0.631271776841858,0.00821492007104796,0.0353019538188277
"973","101396","Action_23","Morph_48","KB","Play","Hittingother","HitOther.4","Sonso",0,0.00732682060390764,0.0157637655417407
"974","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.205794912979597,0.00532859680284192,0.0253108348134991
"975","102027","Action_42","Morph_91","KB","Giveme","Push","Push.4","Sonso",1.17557332980424,0.00932504440497336,0.0466252220248668
"976","100109b","Action_45","Morph_100","KB","Climbonyou","Reach","Reach.1","Sonso",0.0769610411361284,0.0408525754884547,0.0801509769094138
"977","101396","Action_23","Morph_48","KB","Play","Hittingother","HitOther.4","Sonso",0.65232518603969,0.00732682060390764,0.0157637655417407
"978","101396","Action_20","Morph_45","KB","Play","Hitother","HitOther.1","Sonso",-0.328504066972036,0.0202042628774423,0.0404085257548845
"979","101458","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.672944473242426,0.0484014209591474,0.0484014209591474
"980","101396","Action_23","Morph_48","KB","Play","Hittingother","HitOther.4","Sonso",0.336472236621213,0.00732682060390764,0.0157637655417407
"981","101458","Action_20","Morph_50","KB","Play","Hitother","HitOther.6","Sonso",-1.02165124753198,0.00488454706927176,0.0404085257548845
"982","101286","Action_9","Morph_20","KB","Play","Dangleshake","DangleShake.1","Sonso",2.24918431626693,0.00710479573712256,0.00710479573712256
"983","101458","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.246860077931526,0.0484014209591474,0.0484014209591474
"984","101295","Action_20","Morph_46","KB","Play","Hitother","HitOther.2","Sonso",0.27763173659828,0.00932504440497336,0.0404085257548845
"985","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.0294288106908122,0.00532859680284192,0.0253108348134991
"986","101458","Action_23","Morph_48","KB","Play","Hittingother","HitOther.4","Sonso",-0.7339691750802,0.00732682060390764,0.0157637655417407
"987","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",0.29416103854949,0.00532859680284192,0.0253108348134991
"988","101458","Action_64","Morph_133","KB","Play","Touchlongother","Touch.2","Sonso",2.04898233419513,0.00754884547069272,0.0175399644760213
"989","101286","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.65632149833295,0.0484014209591474,0.0484014209591474
"990","101714","Action_23","Morph_48","KB","Play","Hittingother","HitOther.4","Sonso",0.806475865866949,0.00732682060390764,0.0157637655417407
"991","101458","Action_32","Morph_60","KB","Play","Objectmouth","ObjectMouth.1","Sonso",2.02287119019144,0.00466252220248668,0.00466252220248668
"992","100943","Action_42","Morph_91","KB","Giveme","Push","Push.4","Sonso",1.37624402526639,0.00932504440497336,0.0466252220248668
"993","101385","Action_60","Morph_127","KB","Play","Swing","Swing.1","Sonso",-0.328504066972036,0.0428507992895204,0.0475133214920071
"994","101280","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",0.89199803930511,0.0484014209591474,0.0484014209591474
"995","101714","Action_63","Morph_137","KB","Play","Touch","Touch.6","Sonso",1.05779029414785,0.00488454706927176,0.0341918294849023
"996","101458","Action_8","Morph_19","KB","Play","Dangle","Dangle.1","Sonso",1.64865862558738,0.0484014209591474,0.0484014209591474
"997","101518","Action_55","Morph_116","KB","Play","Stompingobject","StompObject.2","Sonso",0.587786664902119,0.0148756660746004,0.0230905861456483
"998","101714","Action_41","Morph_87","KB","Play","Pull","Pull.4","Sonso",-0.346724613085564,0.00532859680284192,0.0253108348134991
"999","101984","Action_63","Morph_137","KB","Play","Touch","Touch.6","Sonso",1.05779029414785,0.00488454706927176,0.0341918294849023
"1000","102027","Action_45","Morph_101","KB","Giveme","Reach","Reach.2","Sonso",0.587786664902119,0.0370781527531083,0.0801509769094138
