"","Communication_number","gesture_record_anon","morphs_anon","Signaller","Goal","Lumped_Gs","morph","Social_unit","log","rFq_morph","rFq_action"
"2614","101273a","Action_24","Morph_51","NR","Play","Jump","Jump.1","Sonso",-0.174353387144778,0.00732682060390764,0.00732682060390764
"2615","101273a","Action_33","Morph_62","NR","Play","Objectmove","ObjectMove.2","Sonso",0.215111379616945,0.00643872113676732,0.0406305506216696
"2616","101273a","Action_34","Morph_65","NR","Play","Objectshake","ObjectShake.1","Sonso",0.770108221696074,0.0746003552397869,0.108792184724689
"2617","100387b","Action_51","Morph_111","NR","Stopbehaviour","Spinpirouette","SpinPirouette.1","Sonso",1.01523067972906,0.00133214920071048,0.00133214920071048
"2618","101760","Action_38","Morph_77","NR","Directattention","Present","Present.3","Sonso",1.17557332980424,0.00466252220248668,0.0492895204262877
"2619","101759a","Action_38","Morph_76","NR","Directattention","Present","Present.2","Sonso",0.985816794522765,0.0135435168738899,0.0492895204262877
"2620","101777","Action_39","Morph_82","NR","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0.56531380905006,0.0295293072824156,0.033303730017762
"2621","101758b","Action_38","Morph_76","NR","Directattention","Present","Present.2","Sonso",-0.44628710262842,0.0135435168738899,0.0492895204262877
"2622","101827","Action_13","Morph_28","NR","Moveaway","Fling","Fling.2","Sonso",-0.44628710262842,0.00488454706927176,0.0117673179396092
"2623","101826","Action_20","Morph_46","NR","Moveaway","Hitother","HitOther.2","Sonso",-0.7339691750802,0.00932504440497336,0.0404085257548845
"2624","100554","Action_17","Morph_39","NR","Play","Hitobject","HitObject.1","Sonso",-0.27443684570176,0.0430728241563055,0.0559502664298401
"2625","100436a","Action_50","Morph_107","NR","Play","Shake","Shake.1","Sonso",-0.328504066972036,0.00355239786856128,0.0122113676731794
"2626","100436a","Action_60","Morph_127","NR","Play","Swing","Swing.1","Sonso",-0.22314355131421,0.0428507992895204,0.0475133214920071
"2627","101174","Action_55","Morph_116","NT","Play","Stompingobject","StompObject.2","Sonso",-0.627359440021942,0.0148756660746004,0.0230905861456483
"2628","100944","Action_17","Morph_41","NT","Play","Hitobject","HitObject.3","Sonso",-0.355247391947547,0.00510657193605684,0.0559502664298401
"2629","100271b","Action_39","Morph_82","NT","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0.336472236621213,0.0295293072824156,0.033303730017762
"2630","101178","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",0.42853038103916,0.0484014209591474,0.0484014209591474
"2631","101178","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",1.17433799919625,0.0428507992895204,0.0475133214920071
"2632","101174","Action_55","Morph_117","NT","Play","Stompingobject","StompObject.3","Sonso",0.917490012449637,0.00688277087033748,0.0230905861456483
"2633","101178","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.531804030151182,0.0428507992895204,0.0475133214920071
"2634","101174","Action_9","Morph_20","NT","Play","Dangleshake","DangleShake.1","Sonso",1.96108021384476,0.00710479573712256,0.00710479573712256
"2635","102494","Action_18","Morph_39","NT","Moveclose","Hitobjectobject","HitObject.1","Sonso",-0.127833371509885,0.0430728241563055,0.00466252220248668
"2636","102495","Action_1","Morph_2","NT","Position","Beckon","Beckon.2","Sonso",-0.22314355131421,0.00133214920071048,0.00155417406749556
"2637","102141","Action_63","Morph_134","NT","Staysame","Touch","Touch.3","Sonso",0.113328685307003,0.00488454706927176,0.0341918294849023
"2638","102141","Action_38","Morph_79","NT","Staysame","Present","Present.5","Sonso",0.631271776841858,0.00688277087033748,0.0492895204262877
"2639","102095","Action_50","Morph_108","NT","Playcontinue","Shake","Shake.2","Sonso",0.751416088683921,0.00466252220248668,0.0122113676731794
"2640","101857b","Action_15","Morph_35","NT","Playcontinue","Grabhold","GrabHold.1","Sonso",0.985816794522765,0.00932504440497336,0.0204262877442274
"2641","102096","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",0.841567185678219,0.0428507992895204,0.0475133214920071
"2642","102095","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",0.78845736036427,0.0428507992895204,0.0475133214920071
"2643","100921","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",-0.328504066972036,0.0428507992895204,0.0475133214920071
"2644","100374","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",-0.174353387144778,0.0428507992895204,0.0475133214920071
"2645","101457","Action_45","Morph_100","NT","Play","Reach","Reach.1","Sonso",0.542324290825362,0.0408525754884547,0.0801509769094138
"2646","101532","Action_15","Morph_35","NT","Play","Grabhold","GrabHold.1","Sonso",0.940007258491471,0.00932504440497336,0.0204262877442274
"2647","101525","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.27763173659828,0.0428507992895204,0.0475133214920071
"2648","101459","Action_41","Morph_85","NT","Play","Pull","Pull.2","Sonso",0.712949807856125,0.00643872113676732,0.0253108348134991
"2649","101532","Action_63","Morph_135","NT","Play","Touch","Touch.4","Sonso",0.392042087776024,0.00488454706927176,0.0341918294849023
"2650","101532","Action_15","Morph_35","NT","Play","Grabhold","GrabHold.1","Sonso",1.12492959698548,0.00932504440497336,0.0204262877442274
"2651","101532","Action_45","Morph_100","NT","Play","Reach","Reach.1","Sonso",0.908258560176891,0.0408525754884547,0.0801509769094138
"2652","101525","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.587786664902119,0.0428507992895204,0.0475133214920071
"2653","100723","Action_41","Morph_84","NT","Playcontinue","Pull","Pull.1","Sonso",1.49962304642689,0.00821492007104796,0.0253108348134991
"2654","100723","Action_16","Morph_38","NT","Playcontinue","Headstand","HeadStand.1","Sonso",2.37954613413017,0.0066607460035524,0.0066607460035524
"2655","100355a","Action_45","Morph_100","NT","Play","Reach","Reach.1","Sonso",0.712949807856125,0.0408525754884547,0.0801509769094138
"2656","101640a","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",2.48823443988067,0.0484014209591474,0.0484014209591474
"2657","101648","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.44456326924387,0.0484014209591474,0.0484014209591474
"2658","101640a","Action_57","Morph_118","NT","Play","Stompobject","StompObject.4","Sonso",-0.510825623765991,0.005550621669627,0.0424067495559503
"2659","101640a","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",1.37624402526639,0.0428507992895204,0.0475133214920071
"2660","100356","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",0.908258560176891,0.0428507992895204,0.0475133214920071
"2661","101640a","Action_17","Morph_39","NT","Play","Hitobject","HitObject.1","Sonso",-0.916290731874155,0.0430728241563055,0.0559502664298401
"2662","100355a","Action_42","Morph_91","NT","Play","Push","Push.4","Sonso",0.336472236621213,0.00932504440497336,0.0466252220248668
"2663","100794","Action_45","Morph_101","NT","Moveclose","Reach","Reach.2","Sonso",1.81156209652423,0.0370781527531083,0.0801509769094138
"2664","101640a","Action_17","Morph_41","NT","Play","Hitobject","HitObject.3","Sonso",-0.82098055206983,0.00510657193605684,0.0559502664298401
"2665","101583a","Action_52","Morph_112","NT","Play","Spinroulade","SpinRoulade.1","Sonso",1.21194097397511,0.00488454706927176,0.00488454706927176
"2666","101552","Action_14","Morph_32","NT","Play","Grab","Grab.4","Sonso",0,0.00754884547069272,0.0353019538188277
"2667","100794","Action_42","Morph_88","NT","Moveclose","Push","Push.1","Sonso",0.470003629245736,0.0106571936056838,0.0466252220248668
"2668","101583a","Action_16","Morph_38","NT","Play","Headstand","HeadStand.1","Sonso",1.11185751541813,0.0066607460035524,0.0066607460035524
"2669","100727","Action_42","Morph_95","NT","Moveclose","Push","Push.8","Sonso",0.924258901523332,0.00133214920071048,0.0466252220248668
"2670","101640a","Action_63","Morph_137","NT","Play","Touch","Touch.6","Sonso",0.631271776841858,0.00488454706927176,0.0341918294849023
"2671","100355a","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",0.78845736036427,0.0484014209591474,0.0484014209591474
"2672","101639","Action_50","Morph_108","NT","Playcontinue","Shake","Shake.2","Sonso",-0.0408219945202552,0.00466252220248668,0.0122113676731794
"2673","101640a","Action_26","Morph_53","NT","Play","Knockobject","KnockObject.1","Sonso",-0.7339691750802,0.00133214920071048,0.0011101243339254
"2674","100725","Action_41","Morph_85","NT","Playcontinue","Pull","Pull.2","Sonso",0.609765571620894,0.00643872113676732,0.0253108348134991
"2675","101552","Action_14","Morph_33","NT","Play","Grab","Grab.5","Sonso",-0.22314355131421,0.0033303730017762,0.0353019538188277
"2676","101737a","Action_15","Morph_36","NT","Play","Grabhold","GrabHold.2","Sonso",1.36609165380237,0.005550621669627,0.0204262877442274
"2677","100794","Action_63","Morph_134","NT","Moveclose","Touch","Touch.3","Sonso",0.27763173659828,0.00488454706927176,0.0341918294849023
"2678","101583a","Action_14","Morph_32","NT","Play","Grab","Grab.4","Sonso",-0.328504066972036,0.00754884547069272,0.0353019538188277
"2679","101640a","Action_17","Morph_39","NT","Play","Hitobject","HitObject.1","Sonso",-1.13943428318836,0.0430728241563055,0.0559502664298401
"2680","101552","Action_63","Morph_132","NT","Play","Touch","Touch.1","Sonso",1.02961941718116,0.0104351687388988,0.0341918294849023
"2681","101640a","Action_57","Morph_118","NT","Play","Stompobject","StompObject.4","Sonso",-0.7339691750802,0.005550621669627,0.0424067495559503
"2682","100725","Action_41","Morph_87","NT","Playcontinue","Pull","Pull.4","Sonso",1.24703229378638,0.00532859680284192,0.0253108348134991
"2683","100427a","Action_56","Morph_123","NT","Play","Stompingother","StompOther.2","Sonso",1.11185751541813,0.00244227353463588,0.00266429840142096
"2684","100427a","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",2.03339760317843,0.0484014209591474,0.0484014209591474
"2685","100680","Action_32","Morph_60","NT","Playcontinue","Objectmouth","ObjectMouth.1","Sonso",1.71559810826249,0.00466252220248668,0.00466252220248668
"2686","101176","Action_17","Morph_39","NT","Sociosexualattention","Hitobject","HitObject.1","Sonso",-0.567395975254385,0.0430728241563055,0.0559502664298401
"2687","100495","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.36609165380237,0.0484014209591474,0.0484014209591474
"2688","101994","Action_20","Morph_50","NT","Playcontinue","Hitother","HitOther.6","Sonso",0.113328685307003,0.00488454706927176,0.0404085257548845
"2689","102008","Action_17","Morph_39","NT","Play","Hitobject","HitObject.1","Sonso",-0.083381608939051,0.0430728241563055,0.0559502664298401
"2690","101992a","Action_17","Morph_39","NT","Play","Hitobject","HitObject.1","Sonso",0,0.0430728241563055,0.0559502664298401
"2691","100427a","Action_58","Morph_122","NT","Play","Stompother","StompOther.1","Sonso",-0.579818495252942,0.00244227353463588,0.00377442273534636
"2692","101993a","Action_64","Morph_139","NT","Play","Touchlongother","Touch.8","Sonso",1.18784342239605,0.00577264653641208,0.0175399644760213
"2693","100494","Action_53","Morph_113","NT","Play","Spinsomersault","SpinSomersault.1","Sonso",1.41585316336144,0.00799289520426288,0.00799289520426288
"2694","101451b","Action_45","Morph_100","NT","Play","Reach","Reach.1","Sonso",0.955511445027436,0.0408525754884547,0.0801509769094138
"2695","100745","Action_60","Morph_127","NT","Stopbehaviour","Swing","Swing.1","Sonso",0.0392207131532813,0.0428507992895204,0.0475133214920071
"2696","102008","Action_34","Morph_65","NT","Play","Objectshake","ObjectShake.1","Sonso",1.18784342239605,0.0746003552397869,0.108792184724689
"2697","100680","Action_14","Morph_30","NT","Playcontinue","Grab","Grab.2","Sonso",0.307484699747961,0.00799289520426288,0.0353019538188277
"2698","101992a","Action_20","Morph_45","NT","Play","Hitother","HitOther.1","Sonso",-0.653926467406664,0.0202042628774423,0.0404085257548845
"2699","102008","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.09861228866811,0.0484014209591474,0.0484014209591474
"2700","101993a","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.392042087776024,0.0428507992895204,0.0475133214920071
"2701","101993a","Action_15","Morph_35","NT","Play","Grabhold","GrabHold.1","Sonso",2.70001802940495,0.00932504440497336,0.0204262877442274
"2702","101533","Action_33","Morph_61","NT","Play","Objectmove","ObjectMove.1","Sonso",0.955511445027436,0.0317495559502664,0.0406305506216696
"2703","101993a","Action_56","Morph_123","NT","Play","Stompingother","StompOther.2","Sonso",0.494696241836107,0.00244227353463588,0.00266429840142096
"2704","101993a","Action_58","Morph_122","NT","Play","Stompother","StompOther.1","Sonso",0.0392207131532813,0.00244227353463588,0.00377442273534636
"2705","102007","Action_34","Morph_65","NT","Moveaway","Objectshake","ObjectShake.1","Sonso",1.46325540225602,0.0746003552397869,0.108792184724689
"2706","100687a","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.246860077931526,0.0428507992895204,0.0475133214920071
"2707","100426a","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",0.518793793415168,0.0484014209591474,0.0484014209591474
"2708","100687a","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.246860077931526,0.0428507992895204,0.0475133214920071
"2709","100769b","Action_29","Morph_58","NT","Play","Locomotegallop","LocomoteGallop.1","Sonso",0.418710334858185,0.00821492007104796,0.00821492007104796
"2710","100808","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.99061032797322,0.0484014209591474,0.0484014209591474
"2711","100808","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",1.12492959698548,0.0428507992895204,0.0475133214920071
"2712","100854","Action_34","Morph_65","NT","Playcontinue","Objectshake","ObjectShake.1","Sonso",0.672944473242426,0.0746003552397869,0.108792184724689
"2713","101268b","Action_20","Morph_45","NT","Playcontinue","Hitother","HitOther.1","Sonso",-0.82098055206983,0.0202042628774423,0.0404085257548845
"2714","101801","Action_17","Morph_39","NT","Play","Hitobject","HitObject.1","Sonso",-0.328504066972036,0.0430728241563055,0.0559502664298401
"2715","101268b","Action_57","Morph_115","NT","Playcontinue","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"2716","101801","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.99605993274078,0.0484014209591474,0.0484014209591474
"2717","101573","Action_14","Morph_33","NT","Playcontinue","Grab","Grab.5","Sonso",0.518793793415168,0.0033303730017762,0.0353019538188277
"2718","100257","Action_27","Morph_54","NT","Playcontinue","Leafclip","LeafClip.1","Sonso",1.48160454092422,0.0044404973357016,0.00599467140319716
"2719","100256","Action_27","Morph_54","NT","Playcontinue","Leafclip","LeafClip.1","Sonso",2.03861954715958,0.0044404973357016,0.00599467140319716
"2720","101004","Action_60","Morph_127","NT","Giveme","Swing","Swing.1","Sonso",0.0392207131532813,0.0428507992895204,0.0475133214920071
"2721","101004","Action_33","Morph_61","NT","Giveme","Objectmove","ObjectMove.1","Sonso",-0.0408219945202552,0.0317495559502664,0.0406305506216696
"2722","101004","Action_33","Morph_61","NT","Giveme","Objectmove","ObjectMove.1","Sonso",-0.510825623765991,0.0317495559502664,0.0406305506216696
"2723","101004","Action_60","Morph_128","NT","Giveme","Swing","Swing.2","Sonso",0.841567185678219,0.00310834813499112,0.0475133214920071
"2724","101004","Action_33","Morph_61","NT","Giveme","Objectmove","ObjectMove.1","Sonso",-0.385662480811985,0.0317495559502664,0.0406305506216696
"2725","101004","Action_34","Morph_65","NT","Giveme","Objectshake","ObjectShake.1","Sonso",-0.27443684570176,0.0746003552397869,0.108792184724689
"2726","101004","Action_60","Morph_127","NT","Giveme","Swing","Swing.1","Sonso",0.470003629245736,0.0428507992895204,0.0475133214920071
"2727","101004","Action_34","Morph_65","NT","Giveme","Objectshake","ObjectShake.1","Sonso",0.246860077931526,0.0746003552397869,0.108792184724689
"2728","100562a","Action_63","Morph_133","NT","Climbonyou","Touch","Touch.2","Sonso",-0.083381608939051,0.00754884547069272,0.0341918294849023
"2729","101137","Action_43","Morph_96","NT","Climbonyou","Raise","Raise.1","Sonso",1.68639895357023,0.00865896980461812,0.0113232682060391
"2730","102352","Action_59","Morph_125","NT","Giveme","Stroke","Stroke.2","Sonso",3.12851338478781,0.00155417406749556,0.00377442273534636
"2731","102366","Action_63","Morph_138","NT","Giveme","Touch","Touch.7","Sonso",0.518793793415168,0.0044404973357016,0.0341918294849023
"2732","102353","Action_42","Morph_93","NT","Position","Push","Push.6","Sonso",-0.44628710262842,0.0066607460035524,0.0466252220248668
"2733","102352","Action_59","Morph_125","NT","Giveme","Stroke","Stroke.2","Sonso",2.60417007061482,0.00155417406749556,0.00377442273534636
"2734","102443","Action_45","Morph_100","NT","Directattention","Reach","Reach.1","Sonso",0.246860077931526,0.0408525754884547,0.0801509769094138
"2735","102352","Action_59","Morph_125","NT","Giveme","Stroke","Stroke.2","Sonso",1.41585316336144,0.00155417406749556,0.00377442273534636
"2736","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",0.443402947448557,0.00288632326820604,0.0466252220248668
"2737","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",-0.457284856837961,0.00288632326820604,0.0466252220248668
"2738","100955","Action_3","Morph_11","NT","Playcontinue","Bite","Bite.3","Sonso",1.13783300182139,0.00310834813499112,0.0168738898756661
"2739","101131","Action_48","Morph_104","NT","Play","Rollover","RollOver.1","Sonso",2.85186190313429,0.00621669626998224,0.00621669626998224
"2740","101131","Action_63","Morph_137","NT","Play","Touch","Touch.6","Sonso",0.27763173659828,0.00488454706927176,0.0341918294849023
"2741","100535","Action_63","Morph_139","NT","Attendme","Touch","Touch.8","Sonso",0.542324290825362,0.00577264653641208,0.0341918294849023
"2742","100006","Action_42","Morph_93","NT","Position","Push","Push.6","Sonso",-0.127833371509885,0.0066607460035524,0.0466252220248668
"2743","100894","Action_64","Morph_140","NT","Giveme","Touchlongother","Touch.9","Sonso",2.44755086324423,0.00399644760213144,0.0175399644760213
"2744","102366","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",0.89199803930511,0.0370781527531083,0.0801509769094138
"2745","102352","Action_17","Morph_39","NT","Giveme","Hitobject","HitObject.1","Sonso",-0.22314355131421,0.0430728241563055,0.0559502664298401
"2746","100955","Action_34","Morph_65","NT","Playcontinue","Objectshake","ObjectShake.1","Sonso",0.182321556793955,0.0746003552397869,0.108792184724689
"2747","102363","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",1.85629799036563,0.0370781527531083,0.0801509769094138
"2748","102366","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",2.18829594659192,0.0370781527531083,0.0801509769094138
"2749","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",0.242946178610389,0.00288632326820604,0.0466252220248668
"2750","102352","Action_60","Morph_127","NT","Giveme","Swing","Swing.1","Sonso",0,0.0428507992895204,0.0475133214920071
"2751","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",-0.12897038129696,0.00288632326820604,0.0466252220248668
"2752","102352","Action_20","Morph_45","NT","Giveme","Hitother","HitOther.1","Sonso",-0.27443684570176,0.0202042628774423,0.0404085257548845
"2753","101282","Action_43","Morph_96","NT","Givemenurse","Raise","Raise.1","Sonso",-0.44628710262842,0.00865896980461812,0.0113232682060391
"2754","101664a","Action_43","Morph_96","NT","Givemenurse","Raise","Raise.1","Sonso",0.307484699747961,0.00865896980461812,0.0113232682060391
"2755","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",-0.279713902802604,0.00288632326820604,0.0466252220248668
"2756","102365","Action_64","Morph_140","NT","Giveme","Touchlongother","Touch.9","Sonso",2.54944517092557,0.00399644760213144,0.0175399644760213
"2757","101261","Action_42","Morph_93","NT","Position","Push","Push.6","Sonso",-0.385662480811985,0.0066607460035524,0.0466252220248668
"2758","100880","Action_13","Morph_27","NT","Givemenurse","Fling","Fling.1","Sonso",0.148420005118273,0.00688277087033748,0.0117673179396092
"2759","102352","Action_23","Morph_47","NT","Giveme","Hittingother","HitOther.3","Sonso",0.587786664902119,0.00843694493783304,0.0157637655417407
"2760","101246","Action_43","Morph_98","NT","Givemenurse","Raise","Raise.3","Sonso",3.64805745959368,0.00177619893428064,0.0113232682060391
"2761","100880","Action_13","Morph_27","NT","Givemenurse","Fling","Fling.1","Sonso",0.0769610411361284,0.00688277087033748,0.0117673179396092
"2762","102354","Action_63","Morph_140","NT","Giveme","Touch","Touch.9","Sonso",1.21194097397511,0.00399644760213144,0.0341918294849023
"2763","100954a","Action_33","Morph_62","NT","Play","Objectmove","ObjectMove.2","Sonso",1.48160454092422,0.00643872113676732,0.0406305506216696
"2764","102352","Action_60","Morph_127","NT","Giveme","Swing","Swing.1","Sonso",0.444685821261446,0.0428507992895204,0.0475133214920071
"2765","100954a","Action_33","Morph_62","NT","Play","Objectmove","ObjectMove.2","Sonso",0.908258560176891,0.00643872113676732,0.0406305506216696
"2766","101868a","Action_38","Morph_75","NT","Groom","Present","Present.1","Sonso",1.94591014905531,0.0170959147424512,0.0492895204262877
"2767","100765","Action_41","Morph_87","NT","Travel","Pull","Pull.4","Sonso",0.0685927914656117,0.00532859680284192,0.0253108348134991
"2768","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",0.387979793767145,0.00288632326820604,0.0466252220248668
"2769","102365","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",2.4748563139345,0.0370781527531083,0.0801509769094138
"2770","102352","Action_23","Morph_47","NT","Giveme","Hittingother","HitOther.3","Sonso",1.60140574073684,0.00843694493783304,0.0157637655417407
"2771","102366","Action_63","Morph_138","NT","Giveme","Touch","Touch.7","Sonso",0.732367893713227,0.0044404973357016,0.0341918294849023
"2772","100299","Action_38","Morph_76","NT","Groom","Present","Present.2","Sonso",0.307484699747961,0.0135435168738899,0.0492895204262877
"2773","102352","Action_23","Morph_47","NT","Giveme","Hittingother","HitOther.3","Sonso",0.494696241836107,0.00843694493783304,0.0157637655417407
"2774","101137","Action_43","Morph_96","NT","Climbonyou","Raise","Raise.1","Sonso",1.93441576962958,0.00865896980461812,0.0113232682060391
"2775","102352","Action_45","Morph_100","NT","Giveme","Reach","Reach.1","Sonso",0.841567185678219,0.0408525754884547,0.0801509769094138
"2776","101433","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.07158361628019,0.0484014209591474,0.0484014209591474
"2777","102366","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",1.86872051036418,0.0370781527531083,0.0801509769094138
"2778","101430","Action_43","Morph_96","NT","Givemenurse","Raise","Raise.1","Sonso",0.182321556793955,0.00865896980461812,0.0113232682060391
"2779","102352","Action_45","Morph_101","NT","Giveme","Reach","Reach.2","Sonso",1.1999647829284,0.0370781527531083,0.0801509769094138
"2780","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",-0.309246250367621,0.00288632326820604,0.0466252220248668
"2781","100765","Action_42","Morph_94","NT","Travel","Push","Push.7","Sonso",0.164666621555234,0.00288632326820604,0.0466252220248668
"2782","100573","Action_3","Morph_11","NT","Stopbehaviour","Bite","Bite.3","Sonso",1.30291275218084,0.00310834813499112,0.0168738898756661
"2783","100484a","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",2.089391872533,0.0484014209591474,0.0484014209591474
"2784","100481","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",1.87487437593856,0.0484014209591474,0.0484014209591474
"2785","100573","Action_3","Morph_13","NT","Stopbehaviour","Bite","Bite.5","Sonso",0.148420005118273,0.0011101243339254,0.0168738898756661
"2786","100487a","Action_33","Morph_62","NT","Play","Objectmove","ObjectMove.2","Sonso",-0.0408219945202552,0.00643872113676732,0.0406305506216696
"2787","100382","Action_34","Morph_65","NT","Play","Objectshake","ObjectShake.1","Sonso",0.56531380905006,0.0746003552397869,0.108792184724689
"2788","100483","Action_33","Morph_62","NT","Play","Objectmove","ObjectMove.2","Sonso",1.59330853050422,0.00643872113676732,0.0406305506216696
"2789","100487a","Action_33","Morph_61","NT","Play","Objectmove","ObjectMove.1","Sonso",-0.22314355131421,0.0317495559502664,0.0406305506216696
"2790","100486","Action_11","Morph_22","NT","Affiliation","Embrace","Embrace.1","Sonso",0.78845736036427,0.00288632326820604,0.005550621669627
"2791","100481","Action_52","Morph_112","NT","Play","Spinroulade","SpinRoulade.1","Sonso",1.11185751541813,0.00488454706927176,0.00488454706927176
"2792","100004","Action_39","Morph_82","NT","Staysame","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0.940007258491471,0.0295293072824156,0.033303730017762
"2793","100957","Action_15","Morph_37","NT","Play","Grabhold","GrabHold.3","Sonso",2.32238772029023,0.00532859680284192,0.0204262877442274
"2794","101887","Action_57","Morph_115","NT","Play","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"2795","100567","Action_53","Morph_113","NT","Play","Spinsomersault","SpinSomersault.1","Sonso",0.970778917158225,0.00799289520426288,0.00799289520426288
"2796","100567","Action_52","Morph_112","NT","Play","Spinroulade","SpinRoulade.1","Sonso",1.39624469197306,0.00488454706927176,0.00488454706927176
"2797","101096","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.470003629245736,0.0428507992895204,0.0475133214920071
"2798","100795","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",0.806475865866949,0.0428507992895204,0.0475133214920071
"2799","100752","Action_50","Morph_108","NT","Playcontinue","Shake","Shake.2","Sonso",0.56531380905006,0.00466252220248668,0.0122113676731794
"2800","100957","Action_53","Morph_113","NT","Play","Spinsomersault","SpinSomersault.1","Sonso",0.732367893713227,0.00799289520426288,0.00799289520426288
"2801","100567","Action_3","Morph_12","NT","Play","Bite","Bite.4","Sonso",1.60140574073684,0.00177619893428064,0.0168738898756661
"2802","100948b","Action_14","Morph_33","NT","Play","Grab","Grab.5","Sonso",0.0769610411361284,0.0033303730017762,0.0353019538188277
"2803","100752","Action_60","Morph_127","NT","Playcontinue","Swing","Swing.1","Sonso",-0.083381608939051,0.0428507992895204,0.0475133214920071
"2804","100566","Action_33","Morph_61","NT","Play","Objectmove","ObjectMove.1","Sonso",0,0.0317495559502664,0.0406305506216696
"2805","100566","Action_60","Morph_128","NT","Play","Swing","Swing.2","Sonso",0,0.00310834813499112,0.0475133214920071
"2806","101887","Action_21","Morph_43","NT","Play","Hittingobject","HitObject.5","Sonso",0.587786664902119,0.0044404973357016,0.00799289520426288
"2807","100753","Action_17","Morph_39","NT","Playcontinue","Hitobject","HitObject.1","Sonso",-0.328504066972036,0.0430728241563055,0.0559502664298401
"2808","100569","Action_48","Morph_104","NT","Play","Rollover","RollOver.1","Sonso",1.17557332980424,0.00621669626998224,0.00621669626998224
"2809","102329","Action_8","Morph_19","NT","Play","Dangle","Dangle.1","Sonso",0.336472236621213,0.0484014209591474,0.0484014209591474
"2810","101892","Action_41","Morph_84","NT","Playcontinue","Pull","Pull.1","Sonso",0.631271776841858,0.00821492007104796,0.0253108348134991
"2811","100948b","Action_15","Morph_35","NT","Play","Grabhold","GrabHold.1","Sonso",2.99373027088332,0.00932504440497336,0.0204262877442274
"2812","100747","Action_14","Morph_34","NT","Play","Grab","Grab.6","Sonso",-0.27443684570176,0.00355239786856128,0.0353019538188277
"2813","100753","Action_60","Morph_129","NT","Playcontinue","Swing","Swing.3","Sonso",-0.174353387144778,0.0011101243339254,0.0475133214920071
"2814","100751","Action_60","Morph_127","NT","Play","Swing","Swing.1","Sonso",0.113328685307003,0.0428507992895204,0.0475133214920071
"2815","100742a","Action_42","Morph_95","NT","Playcontinue","Push","Push.8","Sonso",-0.127833371509885,0.00133214920071048,0.0466252220248668
"2816","100911a","Action_20","Morph_46","NT","Play","Hitother","HitOther.2","Sonso",-0.127833371509885,0.00932504440497336,0.0404085257548845
