"","Communication_number","gesture_record_anon","morphs_anon","Signaller","Goal","Lumped_Gs","morph","Social_unit","log","rFq_morph","rFq_action"
"1","102417","Action_39","Morph_82","AN","Staysame","Presentgenitalsbackwards","PresentGenitals.1","Sonso",-0.44628710262842,0.0295293072824156,0.033303730017762
"2","102357","Action_2","Morph_3","BB","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",0.392042087776024,0.0215364120781528,0.0577264653641208
"3","102357","Action_2","Morph_4","BB","Groom","Bigloudscratch","BigLoudScratch.2","Sonso",0.246860077931526,0.019316163410302,0.0577264653641208
"4","100466a","Action_20","Morph_50","BB","Play","Hitother","HitOther.6","Sonso",-1.02165124753198,0.00488454706927176,0.0404085257548845
"5","100468","Action_45","Morph_101","BB","Play","Reach","Reach.2","Sonso",-0.44628710262842,0.0370781527531083,0.0801509769094138
"6","100468","Action_15","Morph_35","BB","Play","Grabhold","GrabHold.1","Sonso",1.18784342239605,0.00932504440497336,0.0204262877442274
"7","100466a","Action_14","Morph_29","BB","Play","Grab","Grab.1","Sonso",-0.127833371509885,0.00821492007104796,0.0353019538188277
"8","100466a","Action_14","Morph_29","BB","Play","Grab","Grab.1","Sonso",-0.083381608939051,0.00821492007104796,0.0353019538188277
"9","101408","Action_2","Morph_3","BB","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",0.985816794522765,0.0215364120781528,0.0577264653641208
"10","101304b","Action_2","Morph_4","BB","Groom","Bigloudscratch","BigLoudScratch.2","Sonso",0.336472236621213,0.019316163410302,0.0577264653641208
"11","102434","Action_38","Morph_79","BB","Directattention","Present","Present.5","Sonso",0.89199803930511,0.00688277087033748,0.0492895204262877
"12","100551","Action_45","Morph_100","BB","Affiliation","Reach","Reach.1","Sonso",0,0.0408525754884547,0.0801509769094138
"13","102272","Action_2","Morph_4","BH","Travel","Bigloudscratch","BigLoudScratch.2","Sonso",0.732367893713227,0.019316163410302,0.0577264653641208
"14","100804","Action_15","Morph_35","BH","Climbonme","Grabhold","GrabHold.1","Sonso",1.01523067972906,0.00932504440497336,0.0204262877442274
"15","102348","Action_23","Morph_47","BH","Playcontinue","Hittingother","HitOther.3","Sonso",0.470003629245736,0.00843694493783304,0.0157637655417407
"16","102350","Action_23","Morph_47","BH","Playcontinue","Hittingother","HitOther.3","Sonso",-0.385662480811985,0.00843694493783304,0.0157637655417407
"17","102349","Action_42","Morph_95","BH","Playcontinue","Push","Push.8","Sonso",-0.127833371509885,0.00133214920071048,0.0466252220248668
"18","101768","Action_41","Morph_84","BH","Climbonme","Pull","Pull.1","Sonso",-0.083381608939051,0.00821492007104796,0.0253108348134991
"19","102289a","Action_2","Morph_3","BH","Groom","Bigloudscratch","BigLoudScratch.1","Sonso",0.631271776841858,0.0215364120781528,0.0577264653641208
"20","102288","Action_38","Morph_77","BH","Directattention","Present","Present.3","Sonso",-0.083381608939051,0.00466252220248668,0.0492895204262877
"21","102456","Action_38","Morph_77","BH","Groom","Present","Present.3","Sonso",0.113328685307003,0.00466252220248668,0.0492895204262877
"22","102296","Action_38","Morph_75","BH","Directattention","Present","Present.1","Sonso",-0.0408219945202552,0.0170959147424512,0.0492895204262877
"23","102297","Action_38","Morph_76","BH","Directattention","Present","Present.2","Sonso",1.16315080980568,0.0135435168738899,0.0492895204262877
"24","102289a","Action_2","Morph_5","BH","Groom","Bigloudscratch","BigLoudScratch.3","Sonso",0.631271776841858,0.0119893428063943,0.0577264653641208
"25","102290","Action_38","Morph_75","BH","Directattention","Present","Present.1","Sonso",0.751416088683921,0.0170959147424512,0.0492895204262877
"26","102293","Action_38","Morph_75","BH","Directattention","Present","Present.1","Sonso",0.518793793415168,0.0170959147424512,0.0492895204262877
"27","101238","Action_41","Morph_86","BH","Play","Pull","Pull.3","Sonso",0.470003629245736,0.00510657193605684,0.0253108348134991
"28","102214","Action_42","Morph_91","BH","Play","Push","Push.4","Sonso",-1.13943428318836,0.00932504440497336,0.0466252220248668
"29","102292","Action_38","Morph_75","BH","Directattention","Present","Present.1","Sonso",0.609765571620894,0.0170959147424512,0.0492895204262877
"30","102380","Action_15","Morph_35","BH","Play","Grabhold","GrabHold.1","Sonso",0.985816794522765,0.00932504440497336,0.0204262877442274
"31","102380","Action_23","Morph_47","BH","Play","Hittingother","HitOther.3","Sonso",-0.27443684570176,0.00843694493783304,0.0157637655417407
"32","101350","Action_13","Morph_27","BH","Moveaway","Fling","Fling.1","Sonso",-0.916290731874155,0.00688277087033748,0.0117673179396092
"33","101350","Action_43","Morph_96","BH","Moveaway","Raise","Raise.1","Sonso",-0.27443684570176,0.00865896980461812,0.0113232682060391
"34","101350","Action_13","Morph_27","BH","Moveaway","Fling","Fling.1","Sonso",-0.653926467406664,0.00688277087033748,0.0117673179396092
"35","101350","Action_13","Morph_27","BH","Moveaway","Fling","Fling.1","Sonso",-1.02165124753198,0.00688277087033748,0.0117673179396092
"36","101379b","Action_39","Morph_82","BH","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0.418710334858185,0.0295293072824156,0.033303730017762
"37","101324","Action_39","Morph_82","BH","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",-0.44628710262842,0.0295293072824156,0.033303730017762
"38","100766b","Action_39","Morph_82","BH","Sexualattention","Presentgenitalsbackwards","PresentGenitals.1","Sonso",0.307484699747961,0.0295293072824156,0.033303730017762
"39","101129b","Action_57","Morph_115","BT","Play","Stompobject","StompObject.1","Sonso",-0.510825623765991,0.0337477797513321,0.0424067495559503
"40","100529","Action_29","Morph_58","BT","Play","Locomotegallop","LocomoteGallop.1","Sonso",-0.27443684570176,0.00821492007104796,0.00821492007104796
"41","102452","Action_55","Morph_116","BT","Play","Stompingobject","StompObject.2","Sonso",0.418710334858185,0.0148756660746004,0.0230905861456483
"42","102454","Action_57","Morph_115","BT","Playcontinue","Stompobject","StompObject.1","Sonso",0.182321556793955,0.0337477797513321,0.0424067495559503
"43","102452","Action_20","Morph_45","BT","Play","Hitother","HitOther.1","Sonso",-0.27443684570176,0.0202042628774423,0.0404085257548845
"44","100898a","Action_33","Morph_61","BT","Play","Objectmove","ObjectMove.1","Sonso",0.672944473242426,0.0317495559502664,0.0406305506216696
"45","101008b","Action_20","Morph_50","BT","Play","Hitother","HitOther.6","Sonso",0.0769610411361284,0.00488454706927176,0.0404085257548845
"46","101172","Action_38","Morph_77","BT","Groom","Present","Present.3","Sonso",-0.083381608939051,0.00466252220248668,0.0492895204262877
"47","101006","Action_25","Morph_52","BT","Playcontinue","Kickpunch","KickPunch.1","Sonso",-0.328504066972036,0.0022202486678508,0.0022202486678508
"48","100999","Action_45","Morph_100","BT","Giveme","Reach","Reach.1","Sonso",-0.579818495252942,0.0408525754884547,0.0801509769094138
"49","100999","Action_45","Morph_100","BT","Giveme","Reach","Reach.1","Sonso",-0.328504066972036,0.0408525754884547,0.0801509769094138
"50","100772p2","Action_34","Morph_66","DN","Groom","Objectshake","ObjectShake.2","Sonso",1.17557332980424,0.0237566607460036,0.108792184724689
"51","100772p1","Action_2","Morph_6","DN","Groom","Bigloudscratch","BigLoudScratch.4","Sonso",0.858661619037519,0.00421847246891652,0.0577264653641208
"52","100772p1","Action_34","Morph_65","DN","Groom","Objectshake","ObjectShake.1","Sonso",0.307484699747961,0.0746003552397869,0.108792184724689
"53","100772p1","Action_2","Morph_4","DN","Groom","Bigloudscratch","BigLoudScratch.2","Sonso",0.56531380905006,0.019316163410302,0.0577264653641208
"54","102394","Action_34","Morph_65","DN","Moveaway","Objectshake","ObjectShake.1","Sonso",0.0769610411361284,0.0746003552397869,0.108792184724689
"55","102394","Action_34","Morph_65","DN","Moveaway","Objectshake","ObjectShake.1","Sonso",-0.127833371509885,0.0746003552397869,0.108792184724689
"56","100626","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.22314355131421,0.0337477797513321,0.0424067495559503
"57","100648","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.44628710262842,0.0430728241563055,0.0559502664298401
"58","100645p3","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.82098055206983,0.0430728241563055,0.0559502664298401
"59","100628a","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",0.470003629245736,0.0317495559502664,0.0406305506216696
"60","100637p4","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.02961941718116,0.0237566607460036,0.108792184724689
"61","100645p1","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",0,0.00732682060390764,0.00732682060390764
"62","100626","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.22314355131421,0.0337477797513321,0.0424067495559503
"63","100654","Action_17","Morph_40","DN","Followme","Hitobject","HitObject.2","Sonso",-0.7339691750802,0.0119893428063943,0.0559502664298401
"64","100625","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.13783300182139,0.0237566607460036,0.108792184724689
"65","100643p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.182321556793955,0.0746003552397869,0.108792184724689
"66","100634","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.0392207131532813,0.0746003552397869,0.108792184724689
"67","100653a","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.609765571620894,0.0237566607460036,0.108792184724689
"68","100625","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.955511445027436,0.0746003552397869,0.108792184724689
"69","100648","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.82098055206983,0.0430728241563055,0.0559502664298401
"70","100655","Action_60","Morph_127","DN","Followme","Swing","Swing.1","Sonso",-0.083381608939051,0.0428507992895204,0.0475133214920071
"71","100648","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.27443684570176,0.00732682060390764,0.00732682060390764
"72","100652b","Action_23","Morph_48","DN","Sociosexualattention","Hittingother","HitOther.4","Sonso",-0.22314355131421,0.00732682060390764,0.0157637655417407
"73","100626","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.8754687373539,0.0746003552397869,0.108792184724689
"74","100637p5","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.510825623765991,0.00732682060390764,0.00732682060390764
"75","100634","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.56531380905006,0.0746003552397869,0.108792184724689
"76","100637p4","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.631271776841858,0.0746003552397869,0.108792184724689
"77","100649b","Action_49","Morph_105","DN","Sociosexualattention","Rub","Rub.1","Sonso",-0.27443684570176,0.0044404973357016,0.0066607460035524
"78","100637p4","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.16315080980568,0.0237566607460036,0.108792184724689
"79","100644p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.908258560176891,0.0746003552397869,0.108792184724689
"80","100623","Action_55","Morph_117","DN","Followme","Stompingobject","StompObject.3","Sonso",0.672944473242426,0.00688277087033748,0.0230905861456483
"81","100645p1","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",-0.82098055206983,0.0317495559502664,0.0406305506216696
"82","100648","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.307484699747961,0.0746003552397869,0.108792184724689
"83","100625","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.542324290825362,0.0746003552397869,0.108792184724689
"84","100647","Action_18","Morph_39","DN","Followme","Hitobjectobject","HitObject.1","Sonso",-0.385662480811985,0.0430728241563055,0.00466252220248668
"85","100645p1","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",0,0.0430728241563055,0.0559502664298401
"86","100633","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",-0.510825623765991,0.0317495559502664,0.0406305506216696
"87","100626","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.908258560176891,0.0746003552397869,0.108792184724689
"88","100625","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.12492959698548,0.0746003552397869,0.108792184724689
"89","100623","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.470003629245736,0.0746003552397869,0.108792184724689
"90","100645p2","Action_60","Morph_127","DN","Followme","Swing","Swing.1","Sonso",-0.083381608939051,0.0428507992895204,0.0475133214920071
"91","100637p5","Action_57","Morph_118","DN","Followme","Stompobject","StompObject.4","Sonso",-0.7339691750802,0.005550621669627,0.0424067495559503
"92","100641a","Action_22","Morph_43","DN","Followme","Hittingobjectobject","HitObject.5","Sonso",0.518793793415168,0.0044404973357016,0.00266429840142096
"93","100641a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.12492959698548,0.0746003552397869,0.108792184724689
"94","100654","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.182321556793955,0.0746003552397869,0.108792184724689
"95","100642","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0,0.0746003552397869,0.108792184724689
"96","100645p1","Action_57","Morph_118","DN","Followme","Stompobject","StompObject.4","Sonso",-0.510825623765991,0.005550621669627,0.0424067495559503
"97","100644p1","Action_17","Morph_41","DN","Followme","Hitobject","HitObject.3","Sonso",-0.510825623765991,0.00510657193605684,0.0559502664298401
"98","100642","Action_60","Morph_128","DN","Followme","Swing","Swing.2","Sonso",-0.328504066972036,0.00310834813499112,0.0475133214920071
"99","100624","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.12492959698548,0.0746003552397869,0.108792184724689
"100","100643p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.54329810992956,0.0237566607460036,0.108792184724689
"101","100625","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.921079248605952,0.0746003552397869,0.108792184724689
"102","100636b","Action_49","Morph_105","DN","Sociosexualattention","Rub","Rub.1","Sonso",0.148420005118273,0.0044404973357016,0.0066607460035524
"103","100637p2","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.23547147138531,0.0746003552397869,0.108792184724689
"104","100645p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.908258560176891,0.0746003552397869,0.108792184724689
"105","100626","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.00063188030791,0.0746003552397869,0.108792184724689
"106","100645p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.28093384546206,0.0746003552397869,0.108792184724689
"107","100642","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.924258901523332,0.0746003552397869,0.108792184724689
"108","100647","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.083381608939051,0.0746003552397869,0.108792184724689
"109","100628a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.542324290825362,0.0746003552397869,0.108792184724689
"110","100645p3","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",-0.7339691750802,0.0237566607460036,0.108792184724689
"111","100628a","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.44628710262842,0.0430728241563055,0.0559502664298401
"112","100629p2","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.0392207131532813,0.0746003552397869,0.108792184724689
"113","100635p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.418710334858185,0.0746003552397869,0.108792184724689
"114","100653a","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.0408219945202552,0.0337477797513321,0.0424067495559503
"115","100654","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.328504066972036,0.00732682060390764,0.00732682060390764
"116","100631p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.336472236621213,0.0237566607460036,0.108792184724689
"117","100655","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.083381608939051,0.00732682060390764,0.00732682060390764
"118","100655","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"119","100645p3","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.653926467406664,0.0337477797513321,0.0424067495559503
"120","100629p2","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.09861228866811,0.0746003552397869,0.108792184724689
"121","100651","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.518793793415168,0.0746003552397869,0.108792184724689
"122","100647","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",-1.02165124753198,0.0317495559502664,0.0406305506216696
"123","100645p3","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.44628710262842,0.0746003552397869,0.108792184724689
"124","100644p2","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.364643113587909,0.0237566607460036,0.108792184724689
"125","100645p3","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",-0.916290731874155,0.0317495559502664,0.0406305506216696
"126","100625","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.587786664902119,0.0746003552397869,0.108792184724689
"127","100634","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",0.0392207131532813,0.0430728241563055,0.0559502664298401
"128","100629p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.841567185678219,0.0746003552397869,0.108792184724689
"129","100635p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.985816794522765,0.0237566607460036,0.108792184724689
"130","100654","Action_17","Morph_40","DN","Followme","Hitobject","HitObject.2","Sonso",-0.916290731874155,0.0119893428063943,0.0559502664298401
"131","100623","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.65232518603969,0.0746003552397869,0.108792184724689
"132","100645p3","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",0.215111379616945,0.0430728241563055,0.0559502664298401
"133","100637p5","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.307484699747961,0.0237566607460036,0.108792184724689
"134","100645p3","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.44628710262842,0.00732682060390764,0.00732682060390764
"135","100629p2","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.970778917158225,0.0237566607460036,0.108792184724689
"136","100650","Action_34","Morph_69","DN","Followme","Objectshake","ObjectShake.5","Sonso",0.631271776841858,0.0011101243339254,0.108792184724689
"137","100634","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.672944473242426,0.0746003552397869,0.108792184724689
"138","100641a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.0760346862759976,0.0746003552397869,0.108792184724689
"139","100629p2","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.08518926833597,0.0746003552397869,0.108792184724689
"140","100642","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.609765571620894,0.0746003552397869,0.108792184724689
"141","100654","Action_24","Morph_51","DN","Followme","Jump","Jump.1","Sonso",-0.328504066972036,0.00732682060390764,0.00732682060390764
"142","100645p2","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.806475865866949,0.0746003552397869,0.108792184724689
"143","100647","Action_33","Morph_61","DN","Followme","Objectmove","ObjectMove.1","Sonso",-0.385662480811985,0.0317495559502664,0.0406305506216696
"144","100626","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.21194097397511,0.0746003552397869,0.108792184724689
"145","100645p3","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.732367893713227,0.0746003552397869,0.108792184724689
"146","100625","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.18784342239605,0.0237566607460036,0.108792184724689
"147","100643p1","Action_61","Morph_130","DN","Followme","Throwobject","ThrowObject.1","Sonso",-0.653926467406664,0.00244227353463588,0.00244227353463588
"148","100637p1","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.940007258491471,0.0746003552397869,0.108792184724689
"149","100624","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.3244189574018,0.0746003552397869,0.108792184724689
"150","100648","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.307484699747961,0.0746003552397869,0.108792184724689
"151","100637p5","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.732367893713227,0.0746003552397869,0.108792184724689
"152","100629p2","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.56531380905006,0.0237566607460036,0.108792184724689
"153","100644p1","Action_60","Morph_127","DN","Followme","Swing","Swing.1","Sonso",0.0769610411361284,0.0428507992895204,0.0475133214920071
"154","100645p3","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0,0.0746003552397869,0.108792184724689
"155","100644p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.07158361628019,0.0237566607460036,0.108792184724689
"156","100637p5","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.510825623765991,0.0430728241563055,0.0559502664298401
"157","100655","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.693147180559945,0.0746003552397869,0.108792184724689
"158","100624","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",1.02961941718116,0.0746003552397869,0.108792184724689
"159","100628a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.083381608939051,0.0746003552397869,0.108792184724689
"160","100624","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",0.0392207131532813,0.0430728241563055,0.0559502664298401
"161","100651","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.215111379616945,0.0746003552397869,0.108792184724689
"162","100625","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.31372366828506,0.0237566607460036,0.108792184724689
"163","100647","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.083381608939051,0.0746003552397869,0.108792184724689
"164","100631p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.336472236621213,0.0237566607460036,0.108792184724689
"165","100637p4","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.3244189574018,0.0237566607460036,0.108792184724689
"166","100624","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.8754687373539,0.0746003552397869,0.108792184724689
"167","100645p3","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0,0.0746003552397869,0.108792184724689
"168","100631p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.336472236621213,0.0237566607460036,0.108792184724689
"169","100644p1","Action_57","Morph_115","DN","Followme","Stompobject","StompObject.1","Sonso",-0.510825623765991,0.0337477797513321,0.0424067495559503
"170","100645p3","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.27443684570176,0.0746003552397869,0.108792184724689
"171","100637p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",1.3244189574018,0.0237566607460036,0.108792184724689
"172","100624","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.148420005118273,0.0746003552397869,0.108792184724689
"173","100625","Action_47","Morph_103","DN","Followme","Rockingsit","Rocking.1","Sonso",0.89199803930511,0.00377442273534636,0.00377442273534636
"174","100644p1","Action_17","Morph_39","DN","Followme","Hitobject","HitObject.1","Sonso",-0.328504066972036,0.0430728241563055,0.0559502664298401
"175","100648","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.307484699747961,0.0746003552397869,0.108792184724689
"176","100631p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.751416088683921,0.0237566607460036,0.108792184724689
"177","100637p5","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.148420005118273,0.0237566607460036,0.108792184724689
"178","100645p3","Action_60","Morph_127","DN","Followme","Swing","Swing.1","Sonso",-0.328504066972036,0.0428507992895204,0.0475133214920071
"179","100634","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.693147180559945,0.0237566607460036,0.108792184724689
"180","100645p2","Action_60","Morph_127","DN","Followme","Swing","Swing.1","Sonso",0.542324290825362,0.0428507992895204,0.0475133214920071
"181","100645p1","Action_34","Morph_66","DN","Followme","Objectshake","ObjectShake.2","Sonso",0.0769610411361284,0.0237566607460036,0.108792184724689
"182","100692","Action_42","Morph_93","DN","Position","Push","Push.6","Sonso",-0.44628710262842,0.0066607460035524,0.0466252220248668
"183","100691","Action_42","Morph_93","DN","Position","Push","Push.6","Sonso",-0.653926467406664,0.0066607460035524,0.0466252220248668
"184","100693","Action_42","Morph_93","DN","Position","Push","Push.6","Sonso",-0.82098055206983,0.0066607460035524,0.0466252220248668
"185","100805","Action_42","Morph_88","DN","Position","Push","Push.1","Sonso",-0.385662480811985,0.0106571936056838,0.0466252220248668
"186","100701","Action_38","Morph_79","DN","Directattention","Present","Present.5","Sonso",1.05779029414785,0.00688277087033748,0.0492895204262877
"187","100449","Action_11","Morph_22","DN","Play","Embrace","Embrace.1","Sonso",-0.174353387144778,0.00288632326820604,0.005550621669627
"188","102386","Action_63","Morph_132","DN","Stopbehaviour","Touch","Touch.1","Sonso",-1.02165124753198,0.0104351687388988,0.0341918294849023
"189","102385b","Action_13","Morph_28","DN","Stopbehaviour","Fling","Fling.2","Sonso",-0.879476758751439,0.00488454706927176,0.0117673179396092
"190","100695","Action_38","Morph_78","DN","Groom","Present","Present.4","Sonso",0.631271776841858,0.00288632326820604,0.0492895204262877
"191","100607","Action_34","Morph_69","DN","Followme","Objectshake","ObjectShake.5","Sonso",-0.44628710262842,0.0011101243339254,0.108792184724689
"192","100600","Action_49","Morph_105","DN","Followme","Rub","Rub.1","Sonso",0.215111379616945,0.0044404973357016,0.0066607460035524
"193","100595a","Action_22","Morph_43","DN","Followme","Hittingobjectobject","HitObject.5","Sonso",0.444685821261446,0.0044404973357016,0.00266429840142096
"194","100595a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",-0.083381608939051,0.0746003552397869,0.108792184724689
"195","100518","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.587786664902119,0.0746003552397869,0.108792184724689
"196","100499","Action_61","Morph_130","DN","Followme","Throwobject","ThrowObject.1","Sonso",-0.82098055206983,0.00244227353463588,0.00244227353463588
"197","100500","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.444685821261446,0.0746003552397869,0.108792184724689
"198","100499","Action_33","Morph_62","DN","Followme","Objectmove","ObjectMove.2","Sonso",-1.27296567581289,0.00643872113676732,0.0406305506216696
"199","100595a","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.494696241836107,0.0746003552397869,0.108792184724689
"200","100515","Action_34","Morph_65","DN","Followme","Objectshake","ObjectShake.1","Sonso",0.470003629245736,0.0746003552397869,0.108792184724689
